doc_id,sentence,adj,noun,coder_id
10580701482,a flying dragon?,flying,dragon,udpipe
10580701514,he's got a big turkey.,big,turkey,udpipe
10580701515,see his big turkey.,big,turkey,udpipe
10580701527,it's a bad guy knight?,bad,knight,udpipe
10580701554,"oh, he's a bad guy wizard?",bad,wizard,udpipe
10580701557,there's that other dragon guy.,other,guy,udpipe
10580701578,"creepy dragons, eh?",creepy,dragons,udpipe
10580701592,this one's a wee bit more difficult.,wee,bit,udpipe
10580701654,is that the big head pirate?,big,head,udpipe
10580701668,"we have -- there's more Black_Beards, look.",more,_beards,udpipe
10580701668,"we have -- there's more Black_Beards, look.",black,_beards,udpipe
10580701677,"where's the little thing that tells you about -- ah, that's it.",little,thing,udpipe
10580701800,"ok, pumpkin.",ok,pumpkin,udpipe
10580701801,you want to get your wee Speed_Stars out or --,wee,speed_stars,udpipe
10580701818,"ok, Speed_Stars.",ok,speed_stars,udpipe
10580701872,"the only thing is -- oh, --",only,thing,udpipe
10580701880,because he's not a special Speed_Star_Car.,special,speed_star_car,udpipe
10580701888,that's a special thing.,special,thing,udpipe
10580701889,that's a special Speed_Star_Car.,special,speed_star_car,udpipe
10580701914,is he the red car?,red,car,udpipe
10580800025,"oh, there's my kettle boiling.",kettle,boiling,udpipe
10580800055,it's going to be a hot day.,hot,day,udpipe
10580800060,did you show her the new fire+truck you got from your friend yesterday?,new,fire,udpipe
10580800117,do you want to stay here or do you want to go out in the yard for a wee bit?,wee,bit,udpipe
10580800156,last night you were talking about Greek_Town.,last,night,udpipe
10580800177,it's force -- it's it's tricky.,tricky,force,udpipe
10580800186,"you need a hair+cut, buddy.",cut,hair,udpipe
10580800196,you're going in a big airplane.,big,airplane,udpipe
10580800254,this little yellow piece?,little,piece,udpipe
10580800254,this little yellow piece?,yellow,piece,udpipe
10580800273,I think Alex had quite a few this morning.,few,morning,udpipe
10580800295,do you want a wee drink of water?,wee,drink,udpipe
10580800298,"these are good muffins, aren't they?",good,muffins,udpipe
10580800305,"in a big, big, big, big, blue bowl?",big,bowl,udpipe
10580800305,"in a big, big, big, big, blue bowl?",big,bowl,udpipe
10580800305,"in a big, big, big, big, blue bowl?",big,bowl,udpipe
10580800305,"in a big, big, big, big, blue bowl?",blue,bowl,udpipe
10580800316,they're good muffins.,good,muffins,udpipe
10580800323,"now, they're cooled down because they've been there for a long time.",long,time,udpipe
10580800359,when were you doing double flips?,double,flips,udpipe
10580800365,"ok, I'm going to put the other two away, so that no one else eats the other ones.",other,ones,udpipe
10580800391,double flip?,double,flip,udpipe
10580800473,"there's so many things, it's like an obstacle course.",many,things,udpipe
10580800473,"there's so many things, it's like an obstacle course.",obstacle,course,udpipe
10580800475,it's like an obstacle course.,obstacle,course,udpipe
10580800486,"and this was tidied up just the other day, huh?",other,day,udpipe
10580800488,"yeah, the kids tend to mess it up a wee bit, eh?",wee,bit,udpipe
10580800501,"hey, here's one of those little cookies you gave me the other day.",little,cookies,udpipe
10580800501,"hey, here's one of those little cookies you gave me the other day.",other,day,udpipe
10580800526,I saw it the other day.,other,day,udpipe
10580800549,are you cranky -- a cranky boy this morning?,cranky,boy,udpipe
10580800562,I think you're a -- are you a cranky cranky boy this morning?,cranky,boy,udpipe
10580800565,"I think ### go outside and get some fresh air, honey.",fresh,air,udpipe
10580800584,watch your little hand.,little,hand,udpipe
10580800590,she comes every few months and does that.,few,months,udpipe
10580800594,I -- I think you're just a cranky boy this morning.,cranky,boy,udpipe
10580800599,want a little cup of juice?,little,cup,udpipe
10580800657,and then we'll go -- we'll go and have some juice and then we'll go outside for a wee while.,wee,while,udpipe
10580800658,get some fresh air.,fresh,air,udpipe
10580800664,"yeah, I think all the playdoh we had last week got all stamped in together --",last,week,udpipe
10580800669,other playdoh.,other,playdoh,udpipe
10580800747,"here's your other one, honey.",other,honey,udpipe
10580800773,I -- I'm going to give your wee face a wee clean.,wee,face,udpipe
10580800773,I -- I'm going to give your wee face a wee clean.,wee,clean,udpipe
10580800774,a wee bit.,wee,bit,udpipe
10580800775,"it's got a wee bit of stuff on it, right?",wee,bit,udpipe
10580800819,"your little Volkswagen, look.",little,volkswagen,udpipe
10580800844,the little camping story?,little,story,udpipe
10580800903,"and watch my tea because it's hot, little guy.",little,guy,udpipe
10580800912,you like hot chocolate?,hot,chocolate,udpipe
10580800934,you're my little noodle.,little,noodle,udpipe
10580800961,daddy -- I think daddy cleaned it up a wee bit.,wee,bit,udpipe
10580801002,making a little joker?,little,joker,udpipe
10580801003,being a little joker?,little,joker,udpipe
10580801070,I'm just giving them a little drink.,little,drink,udpipe
10580801081,"just a little bit, ok?",little,bit,udpipe
10580801092,I think we have to get some more plants.,more,plants,udpipe
10580801130,stand here a little -- here just a little bit.,little,bit,udpipe
10580801139,it's a cream specially for little kids.,little,kids,udpipe
10580801153,just one little blob.,little,blob,udpipe
10580801170,good boy.,good,boy,udpipe
10580801171,good boy.,good,boy,udpipe
10580801200,"when the school's on, sweetie, there's a lot of people come out for recess.",sweetie,school,udpipe
10580801206,Will I go get the new bubbles?,new,bubbles,udpipe
10580801245,maybe it smells like -- eh -- it says sour apple or grape.,sour,apple,udpipe
10580801251,it's called -- they're called miracle bubbles.,miracle,bubbles,udpipe
10580801273,I think these are good bubbles.,good,bubbles,udpipe
10580801275,I think these are really good bubbles.,good,bubbles,udpipe
10580801293,oh the tiny ones.,tiny,ones,udpipe
10580801295,see the tiny ones?,tiny,ones,udpipe
10580801304,good pop.,good,pop,udpipe
10580801315,"oh, little baby ones.",little,ones,udpipe
10580801339,"one of these big machines, eh?",big,machines,udpipe
10580801340,make circles that are really big -- and make big bubbles with.,big,circles,udpipe
10580801340,make circles that are really big -- and make big bubbles with.,big,bubbles,udpipe
10580801343,it made big bubbles.,big,bubbles,udpipe
10580801380,"whoo, good job.",good,job,udpipe
10580801398,more bubbles.,more,bubbles,udpipe
10580801407,"wow, these are good bubbles.",good,bubbles,udpipe
10580801425,you have got so many bubbles.,many,bubbles,udpipe
10580801429,"these are just the best bubbles, eh?",best,bubbles,udpipe
10580801452,I don't think I've ever seen bubbles that are as good as this.,good,bubbles,udpipe
10580801466,double flip.,double,flip,udpipe
10580801498,oh a triple flip?,triple,flip,udpipe
10580801519,"ooh, that's a double flip.",double,flip,udpipe
10580801524,so many flips.,many,flips,udpipe
10580801525,so many flips.,many,flips,udpipe
10580801541,Kicky flip?,kicky,flip,udpipe
10580801548,these are the best bubbles.,best,bubbles,udpipe
10580801623,you need to tell Calla these are the best bubbles.,best,bubbles,udpipe
10580801626,"careful, honey.",careful,honey,udpipe
10580801628,"you -- that's not very stable, pumpkin.",stable,pumpkin,udpipe
10580801631,this is more stable than the picnic table.,picnic,table,udpipe
10580801651,good job.,good,job,udpipe
10580801665,what a lovely day eh?,lovely,eh,udpipe
10580801713,"wow, it's going to be a hot day.",hot,day,udpipe
10580801791,is he a good guy.,good,guy,udpipe
10580801819,good landing.,good,landing,udpipe
10580801880,"you're going to need a big washing, eh?",big,washing,udpipe
10580801882,a big wash.,big,wash,udpipe
10580802003,"don't go too close, honey.",close,honey,udpipe
10580802031,you need a big change.,big,change,udpipe
10580802040,you're going to need a new pair of shorts and a new t+shirt.,new,pair,udpipe
10580802040,you're going to need a new pair of shorts and a new t+shirt.,new,t+shirt,udpipe
10580802049,Marky goes to little school.,little,school,udpipe
10580802074,good roll.,good,roll,udpipe
10580802083,"yeah, I I think he came last week+end and put some stuff in the grass.",last,week,udpipe
10581000035,yeah the brush handle.,brush,handle,udpipe
10581000038,oh is that your new toy?,new,toy,udpipe
10581000040,show Laura how it does its little spins?,little,spins,udpipe
10581000070,he's a big spinner isn't he?,big,spinner,udpipe
10581000118,he's a gymnastic guy isn't he?,gymnastic,guy,udpipe
10581000141,where's the new books that it came with?,new,books,udpipe
10581000146,a purple cartridge?,purple,cartridge,udpipe
10581000147,you know the little purple thing?,little,thing,udpipe
10581000150,"no, you know the little purple cartridge that fits in?",little,cartridge,udpipe
10581000150,"no, you know the little purple cartridge that fits in?",purple,cartridge,udpipe
10581000153,"go look in the box sweetie and see if it came with a little, uh, thing.",little,thing,udpipe
10581000182,ok let's pick up all the little things it came with.,little,things,udpipe
10581000187,"and, let's see if we can find the little thing --",little,thing,udpipe
10581000193,where's the little uh --,little,uh,udpipe
10581000207,I think there's one in these from the last time.,last,time,udpipe
10581000212,well I don't know where the -- the little cartridge went Erik.,little,cartridge,udpipe
10581000235,do -- do you want one of the other ones or you just want to play with that one?,other,ones,udpipe
10581000293,good job.,good,job,udpipe
10581000358,no with a hard shell.,hard,shell,udpipe
10581000359,which one has a hard shell?,hard,shell,udpipe
10581000370,try -- the other ones.,other,ones,udpipe
10581000412,eat squid?,eat,squid,udpipe
10581000428,scamper met baby penguin?,baby,penguin,udpipe
10581000433,"and he lived with all the other penguins, yeah?",other,penguins,udpipe
10581000462,do you know there's a little cartridge for that one honey.,little,cartridge,udpipe
10581000489,"we have to have a good home for all of these cartridges, Erik.",good,home,udpipe
10581000515,that's a good idea.,good,idea,udpipe
10581000540,you don't want to put them in some other places?,other,places,udpipe
10581000548,besides all the other cats?,other,cats,udpipe
10581000551,african animals?,african,animals,udpipe
10581000568,oh the bad ones?,bad,ones,udpipe
10581000595,oh yeah the bad ones?,bad,ones,udpipe
10581000597,do you mean the bad ones sweetie?,bad,ones,udpipe
10581000636,just says mud card.,mud,card,udpipe
10581000650,that's a good book --,good,book,udpipe
10581000661,"are you done with your Leap_Pad honey, or do you want to play like a doctor --",leap_pad,honey,udpipe
10581000682,hey do you know which one I saw at the store last night?,last,night,udpipe
10581000736,"oh, be careful honey.",careful,honey,udpipe
10581000737,remember the last one broke so we have to be gentle honey.,gentle,honey,udpipe
10581000750,dear Stitch.,dear,stitch,udpipe
10581000752,dear Sparkle.,dear,sparkle,udpipe
10581000753,thank you for your lovely letter.,lovely,letter,udpipe
10581000758,I hope that you will make me some shortbread cookies.,shortbread,cookies,udpipe
10581000768,I don't think Sparkle talks like that.,sparkle,talks,udpipe
10581000784,Fox_In_Socks chicken pox?,fox_in_socks,pox,udpipe
10581000786,Fox_In_Socks chicken pox?,fox_in_socks,pox,udpipe
10581000817,or maybe it's these little cartridges that are just not -- going to --,little,cartridges,udpipe
10581000830,who's the yellow guy?,yellow,guy,udpipe
10581000851,s@l t@l.,s@l,t@l,udpipe
10581000912,maybe it's just this little cartridge that's not really working.,little,cartridge,udpipe
10581000954,much too slow sir.,slow,sir,udpipe
10581000955,Tweedle -- tweedle beetle.,tweedle,beetle,udpipe
10581000955,Tweedle -- tweedle beetle.,tweedle,beetle,udpipe
10581000960,Tweedle beetle puddle battle.,tweedle,battle,udpipe
10581000960,Tweedle beetle puddle battle.,beetle,battle,udpipe
10581000986,beetle bottle puddle paddle battle muddle.,beetle,muddle,udpipe
10581000990,Tweedle beetle.,tweedle,beetle,udpipe
10581001023,there's the new dinosaur one.,new,dinosaur,udpipe
10581001026,you get little cards in that one.,little,cards,udpipe
10581001032,that gives you different words.,different,words,udpipe
10581001121,the new Walter book?,new,book,udpipe
10581001148,well let's put that other thing over it again and it will not feel as itchy.,other,thing,udpipe
10581001152,do you want to have a nice drink of water with some nice ice?,nice,drink,udpipe
10581001152,do you want to have a nice drink of water with some nice ice?,nice,ice,udpipe
10581001169,regular milk?,regular,milk,udpipe
10581001175,"yeah this is going to be the last one honey, Ok?",last,honey,udpipe
10581001188,milky milkies.,milky,milkies,udpipe
10581001200,what does your true love say?,true,love,udpipe
10581001212,well we're going to have to start wrapping some little presents up honey.,little,presents,udpipe
10581001324,hey did you show Laura your eh little Lego sculptures that you're making?,little,sculptures,udpipe
10581001326,where's the latest sculpture that you made with your Legos?,latest,sculpture,udpipe
10581001376,where's the little sculpture thing?,little,thing,udpipe
10581001378,want to make little sculpture?,little,sculpture,udpipe
10581001380,hey what was it Chris made the other day?,other,day,udpipe
10581001385,a big power?,big,power,udpipe
10581001386,a big power tower?,big,tower,udpipe
10581001459,"that's the one you made the other day, isn't it?",other,day,udpipe
10581001471,oh here's the piece that we've made the other day.,other,day,udpipe
10581001481,"oh a cool sculpture, yeah?",cool,sculpture,udpipe
10581001486,all different colors?,different,colors,udpipe
10581001513,were you hot last night?,last,night,udpipe
10581001519,Alex and NAME is going to go to ### and Nicole's going to come over for a wee bit.,wee,bit,udpipe
10581001547,"I've got wings that are really special, look.",special,wings,udpipe
10581001576,a little bird.,little,bird,udpipe
10581001598,there was more windows.,more,windows,udpipe
10581001628,wow so it's a transformer that turns into two different things?,different,things,udpipe
10581001630,three different things?,different,things,udpipe
10581001635,"what a cool transformer, eh?",cool,transformer,udpipe
10581001689,was that the same kind of transformer?,same,kind,udpipe
10581001715,he's got a special button?,special,button,udpipe
10581001729,it's a special airplane.,special,airplane,udpipe
10581001736,this is a special -- special kind of radar thing.,special,kind,udpipe
10581001736,this is a special -- special kind of radar thing.,special,kind,udpipe
10581001793,this has got a special thing on it.,special,thing,udpipe
10581001800,ok look.,ok,look,udpipe
10581001801,I've got a special radar as well.,special,radar,udpipe
10581001806,here's a little thing.,little,thing,udpipe
10581001812,I've got some more radar.,more,radar,udpipe
10581001839,"a special television, see?",special,television,udpipe
10581001874,good job.,good,job,udpipe
10581001950,I've got a special -- I've got a special thing that makes me walk.,special,thing,udpipe
10581001981,here's a blue piece.,blue,piece,udpipe
10581001986,I don't know if that wee red piece belongs in there.,wee,piece,udpipe
10581001986,I don't know if that wee red piece belongs in there.,red,piece,udpipe
10581001994,here's a white piece.,white,piece,udpipe
10581100012,hey you put all your little squares out here that you made Erik.,little,squares,udpipe
10581100014,your little triangle -- little uh --,little,triangle,udpipe
10581100014,your little triangle -- little uh --,little,uh,udpipe
10581100017,yeah all these little magnets huh.,little,magnets,udpipe
10581100022,did you want a little bit of eggs?,little,bit,udpipe
10581100035,or do you want to -- or do you want to put your uh country music?,uh,country,udpipe
10581100078,then it all just going to pile up and pile up and then there'll be more toys than there will be people huh.,more,toys,udpipe
10581100088,here you go buddy look.,buddy,look,udpipe
10581100091,it's just a little bit.,little,bit,udpipe
10581100107,good job.,good,job,udpipe
10581100120,one more time teaspoon.,more,time,udpipe
10581100125,he's a big baby.,big,baby,udpipe
10581100127,did you show Laura@n your little fox?,little,fox,udpipe
10581100128,where did the little fox go?,little,fox,udpipe
10581100153,"ok, thanks so much.",ok,thanks,udpipe
10581100168,hey I see a red Power+Ranger.,red,power,udpipe
10581100171,you know sometimes it's funer not to see toys for a while and then when you see them again it feels like it's a new toy.,new,toy,udpipe
10581100181,well there's you pretty goggles.,pretty,goggles,udpipe
10581100188,oh yeah that's that uh little fire+truck that goes forward.,uh,truck,udpipe
10581100188,oh yeah that's that uh little fire+truck that goes forward.,little,fire,udpipe
10581100203,### from last year.,last,year,udpipe
10581100254,that's for the big rescue heroes thing.,big,rescue,udpipe
10581100256,it's a big -- big one remember?,big,remember,udpipe
10581100256,it's a big -- big one remember?,big,remember,udpipe
10581100260,yeah but we have to leave it outside honey.,outside,honey,udpipe
10581100268,take the rescue heroes outside and we can play in the backyard because it's a huge thing.,huge,thing,udpipe
10581100269,and then we get more space.,more,space,udpipe
10581100279,because it's -- it's a huge thing.,huge,thing,udpipe
10581100291,remember the little drill that we used to have?,little,drill,udpipe
10581100296,there you go buddy look.,buddy,look,udpipe
10581100316,remember we had the little barn+yard and it was --,little,barn,udpipe
10581100317,it had all the little animals.,little,animals,udpipe
10581100320,but there's a little chicken that was from the barn+yard.,little,chicken,udpipe
10581100322,and a lot of these toys were a little toddler toys.,little,toys,udpipe
10581100325,### was a little tractor.,little,tractor,udpipe
10581100329,I know because as you get bigger honey you don't play with these little things anymore and you play with different stuff.,bigger,honey,udpipe
10581100329,I know because as you get bigger honey you don't play with these little things anymore and you play with different stuff.,little,things,udpipe
10581100329,I know because as you get bigger honey you don't play with these little things anymore and you play with different stuff.,different,stuff,udpipe
10581100343,there's so much stuff.,much,stuff,udpipe
10581100344,it needs a big clean up.,big,up,udpipe
10581100344,it needs a big clean up.,clean,up,udpipe
10581100350,remember the other day you play with that little wooden thing?,other,day,udpipe
10581100350,remember the other day you play with that little wooden thing?,little,thing,udpipe
10581100352,that's the same kind of thing.,same,kind,udpipe
10581100353,that was the same game.,same,game,udpipe
10581100371,so much stuff.,much,stuff,udpipe
10581100378,remember last week you said you'd like to do that.,last,week,udpipe
10581100385,some of these little tiny toddler toys that we don't really use anymore.,little,toys,udpipe
10581100385,some of these little tiny toddler toys that we don't really use anymore.,tiny,toys,udpipe
10581100392,well honey you always play the Legos.,well,honey,udpipe
10581100393,just so many other things.,many,things,udpipe
10581100393,just so many other things.,other,things,udpipe
10581100394,here's a little green guy.,green,guy,udpipe
10581100426,oh that blue piece fell off.,blue,piece,udpipe
10581100443,oh good thanks.,good,thanks,udpipe
10581100449,good job honey.,good,honey,udpipe
10581100450,good job.,good,job,udpipe
10581100478,excuse me while I get the telephone right quick ok?,right,ok,udpipe
10581100478,excuse me while I get the telephone right quick ok?,quick,ok,udpipe
10581100516,maybe this is it Erik@n look.,erik@n,look,udpipe
10581100529,it's been a long time since I've done it.,long,time,udpipe
10581100553,I think there's a special thing that we --,special,thing,udpipe
10581100572,good try.,good,try,udpipe
10581100573,may -- maybe if we had a good charge yeah.,good,charge,udpipe
10581100583,you know it's that the battery needs charge.,battery,needs,udpipe
10581100621,there's a tiny little latch.,tiny,latch,udpipe
10581100621,there's a tiny little latch.,little,latch,udpipe
10581100649,is that Gus@n-'s?,gus@n,-'s,udpipe
10581100665,just be careful you don't lose the little red and white things because --,little,things,udpipe
10581100665,just be careful you don't lose the little red and white things because --,red,things,udpipe
10581100670,"there's more boats, look.",more,boats,udpipe
10581100713,did you want to go outside for a little bit and show Laura@n your scooter and your --,little,bit,udpipe
10581100714,and we can go on Erik@n-'s bike -- and uh Alex@n-'s bicycle.,uh,bicycle,udpipe
10581100717,your little scooter.,little,scooter,udpipe
10581100723,like when we played the game last week.,last,week,udpipe
10581100742,it's a secret ok?,secret,ok,udpipe
10581100785,Erik@n do you know who's little red truck this is?,little,truck,udpipe
10581100785,Erik@n do you know who's little red truck this is?,red,truck,udpipe
10581100786,is this Casey@n-'s or is this --,casey@n,-'s,udpipe
10581100802,it's such a beautiful day.,beautiful,day,udpipe
10581100803,why won't we show Laura our front yard.,front,yard,udpipe
10581100810,it's such a beautiful day.,beautiful,day,udpipe
10581100811,it would be nice to get some fresh air huh.,fresh,huh,udpipe
10581100818,good job.,good,job,udpipe
10581100819,and we can either go out the front or the back way ### ok?,back,way,udpipe
10581100910,ok Search_for_the_King,ok,search_for_the_king,udpipe
10581100919,he's a cutie dragon.,cutie,dragon,udpipe
10581100951,he's a little scarf.,little,scarf,udpipe
10581100953,he's a little scarf dragon?,little,dragon,udpipe
10581100953,he's a little scarf dragon?,scarf,dragon,udpipe
10581100965,"that brain grew since last year, didn't it?",last,year,udpipe
10581100989,to the second tree and back?,second,tree,udpipe
10581100991,to the red railing?,red,railing,udpipe
10581100992,"to the red railings, look.",red,railings,udpipe
10581101009,do you mean the big -- big tree?,big,tree,udpipe
10581101009,do you mean the big -- big tree?,big,tree,udpipe
10581101041,ok upstairs.,ok,upstairs,udpipe
10581101063,it was your knees that your ticklest part.,ticklest,part,udpipe
10581101099,fake crying.,fake,crying,udpipe
10581101117,last night?,last,night,udpipe
10581101149,hey I know where there's new jokes.,new,jokes,udpipe
10581101156,it's a -- it's a little boy that's only three years old that's drawn a bear.,little,boy,udpipe
10581101156,it's a -- it's a little boy that's only three years old that's drawn a bear.,old,boy,udpipe
10581101160,and that's the little boy called Jimmy+Eisenstein age eight.,little,boy,udpipe
10581101164,and there's a little boy called Devin+Martino.,little,boy,udpipe
10581101175,that's the hot springs.,hot,springs,udpipe
10581101176,### is ### hot springs.,hot,springs,udpipe
10581101177,hot water boils up through cracks in the earth then the water cools down.,hot,water,udpipe
10581101181,hot springs and mud pots fill the park.,hot,springs,udpipe
10581101181,hot springs and mud pots fill the park.,mud,pots,udpipe
10581101183,mud pots are hot springs that bubble like thick soup.,mud,pots,udpipe
10581101183,mud pots are hot springs that bubble like thick soup.,hot,springs,udpipe
10581101183,mud pots are hot springs that bubble like thick soup.,thick,soup,udpipe
10581101187,it says check and double check.,double,check,udpipe
10581101231,so how many differences is that?,many,differences,udpipe
10581101248,now these little pieces are missing see?,little,pieces,udpipe
10581101253,I see one more thing.,more,thing,udpipe
10581101280,tuh tail.,tuh,tail,udpipe
10581101334,a double ducker.,double,ducker,udpipe
10581101337,instead of a double decker.,double,decker,udpipe
10581101338,you've been on a double decker haven't you?,double,decker,udpipe
10581101344,they like to eat fast foods.,fast,foods,udpipe
10581101352,a picnic patch.,picnic,patch,udpipe
10581101368,why was it so hot after the basket+ball game.,hot,game,udpipe
10581101373,because it was under c@l level.,c@l,level,udpipe
10581101375,because you know you get different grades.,different,grades,udpipe
10581101388,in bed late last night?,last,night,udpipe
10581101400,look at the big dipper in the northern sky.,big,dipper,udpipe
10581101400,look at the big dipper in the northern sky.,northern,sky,udpipe
10581101410,and he's got his little remote control space thing.,little,thing,udpipe
10581101410,and he's got his little remote control space thing.,remote,space,udpipe
10581101451,happy Mothers_Day.,happy,mothers_day,udpipe
10581101456,happy Mothers_Day.,happy,mothers_day,udpipe
10581101471,see the little birdies?,little,birdies,udpipe
10581101480,happy Mothers_Day.,happy,mothers_day,udpipe
10581101508,a giant shoe with blinking eyes and smiling lips.,giant,shoe,udpipe
10581101510,a fat belly gooney bird.,gooney,bird,udpipe
10581101512,and a massive floating iguana.,massive,iguana,udpipe
10581101516,these are just a few of the amazing kinetic sculptures that have been seen during the annual Arcata to Ferndale world championship kinetic sculpture race.,amazing,sculptures,udpipe
10581101516,these are just a few of the amazing kinetic sculptures that have been seen during the annual Arcata to Ferndale world championship kinetic sculpture race.,kinetic,sculptures,udpipe
10581101516,these are just a few of the amazing kinetic sculptures that have been seen during the annual Arcata to Ferndale world championship kinetic sculpture race.,kinetic,race,udpipe
10581101521,that was a special day that they had to -- to look so the people came to look at all these um people that made sculptures.,special,day,udpipe
10581101526,the race is held every Memorial+Day weekend rain or shine along a coastal stretch of northern California.,memorial,day,udpipe
10581101526,the race is held every Memorial+Day weekend rain or shine along a coastal stretch of northern California.,coastal,stretch,udpipe
10581101532,what's the little baby?,little,baby,udpipe
10581101562,how much money do you think you have in the piggy+bank?,much,money,udpipe
10581101569,and then if you have a little garage sale maybe some of them will pocket money you get from selling some of your little toddler toys you could buy one of these ### ok?,little,sale,udpipe
10581101569,and then if you have a little garage sale maybe some of them will pocket money you get from selling some of your little toddler toys you could buy one of these ### ok?,little,toddler,udpipe
10581101576,would that be a good idea?,good,idea,udpipe
10581101591,it's got dog food in it.,dog,food,udpipe
10581101622,that's a nice name isn't it?,nice,name,udpipe
10581101623,little Faragus.,little,faragus,udpipe
10581101624,Faragus followed me around the whole time.,whole,time,udpipe
10581101627,she pointed to the front door.,front,door,udpipe
10581101644,where's the right side?,right,side,udpipe
10581101658,ooh excuse.,ooh,excuse,udpipe
10581101664,and what+about the one with the funny glasses?,funny,glasses,udpipe
10581101671,good job.,good,job,udpipe
10581101673,good job.,good,job,udpipe
10581101677,how many leg -- how many uh tentacles does an octopus have?,many,leg,udpipe
10581101677,how many leg -- how many uh tentacles does an octopus have?,many,tentacles,udpipe
10581101677,how many leg -- how many uh tentacles does an octopus have?,uh,tentacles,udpipe
10581101679,wrong count.,wrong,count,udpipe
10581101687,good job.,good,job,udpipe
10581101704,this is the same people as in the article.,same,people,udpipe
10581101715,look they have wooden sleds.,wooden,sleds,udpipe
10581101719,well they have a special tool called a ###,special,tool,udpipe
10581101741,the great train.,great,train,udpipe
10581101746,the slow freight wiggles along the rail with a red caboose for a lashing tail.,slow,wiggles,udpipe
10581101746,the slow freight wiggles along the rail with a red caboose for a lashing tail.,red,caboose,udpipe
10581101746,the slow freight wiggles along the rail with a red caboose for a lashing tail.,lashing,tail,udpipe
10581101750,the slow freight follows the riverbed.,slow,freight,udpipe
10581101756,where's little sheepie?,little,sheepie,udpipe
10581101849,he's a cool guy.,cool,guy,udpipe
10581101859,who was it that Payton@n got last week?,last,week,udpipe
10581101864,sonic wing ###,sonic,wing,udpipe
10581101870,did Daddy find one of your cyber keys last night?,last,night,udpipe
10581101886,because we looked for this a long time.,long,time,udpipe
10581101897,is it a green key that came with this guy?,green,key,udpipe
10581101903,I think we need to put the keys in a little box because we end up losing the keys don't we?,little,box,udpipe
10581101936,it's the same one right?,same,right,udpipe
10581101962,the two young guys?,young,guys,udpipe
10581101994,red alert.,red,alert,udpipe
10581102007,before you got to your little thing.,little,thing,udpipe
10581102102,it's ready honey.,ready,honey,udpipe
10581102107,the other part is ###,other,part,udpipe
10581102129,I thought you wanted one toasted and one and one uh normal.,uh,normal,udpipe
10581102135,a little bit?,little,bit,udpipe
10581102136,a little bit.,little,bit,udpipe
10581102137,a little bit.,little,bit,udpipe
10581200312,bye guys.,bye,guys,udpipe
10590100027,a little bit left.,little,bit,udpipe
10590100324,"you're welcome, baby.",welcome,baby,udpipe
10590100360,here's your other book.,other,book,udpipe
10590100361,"you're welcome, baby.",welcome,baby,udpipe
10590100431,don't be like those nasty boys.,nasty,boys,udpipe
10590100519,this is the front room.,front,room,udpipe
10590100531,good girl.,good,girl,udpipe
10590100737,""" 'let's help Pooh pick his favorite color.' """,favorite,color,udpipe
10590200019,then get the other tape.,other,tape,udpipe
10590200082,"got to face the other way, Makayla.",other,way,udpipe
10590200118,tickly spots,tickly,spots,udpipe
10590200120,tickly spots,tickly,spots,udpipe
10590200168,you're a big girl.,big,girl,udpipe
10590200283,you have to be a good girl.,good,girl,udpipe
10590200364,"it's all gone, sweet+heart.",sweet,heart,udpipe
10590200410,little thief,little,thief,udpipe
10590200445,"no, no more chips.",more,chips,udpipe
10590200531,"you've been up a long time, haven't you?",long,time,udpipe
10590200554,where's your sippy cup?,sippy,cup,udpipe
10590200592,ok go put this in the kitchen in the sink.,ok,go,udpipe
10590200623,your true colors are coming out now.,true,colors,udpipe
10590300109,he was a young guy?,young,guy,udpipe
10590300111,you think you got enough Carmex on your mouth?,enough,carmex,udpipe
10590300267,be a good mom.,good,mom,udpipe
10590300269,you a good mama.,good,mama,udpipe
10590300287,be good baby.,good,baby,udpipe
10590300288,be good baby.,good,baby,udpipe
10590300432,because they didn't have the appropriate signs up.,appropriate,signs,udpipe
10590300451,"ok, that's her little picture.",little,picture,udpipe
10590300482,I thought we was best friends.,best,friends,udpipe
10590300486,you a big girl now.,big,girl,udpipe
10590400064,"you're a big girl now, right?",big,girl,udpipe
10590400068,if you're not a big girl?,big,girl,udpipe
10590400088,good job.,good,job,udpipe
10590400446,where's his plastic cup?,plastic,cup,udpipe
10590600043,they're out there amongst a whole bunch of people.,whole,bunch,udpipe
10590600054,that little girl -- carrying that ###,little,girl,udpipe
10590600055,"Kayla, you want to go to the parade next year?",next,year,udpipe
10590600057,"yeah, you going to -- be a big girl then.",big,girl,udpipe
10590600060,mmhm mmhm.,mmhm,mmhm,udpipe
10590600065,and what's the other color?,other,color,udpipe
10590600117,I think you give them a little bit -- a little bit too much credit.,little,bit,udpipe
10590600117,I think you give them a little bit -- a little bit too much credit.,little,bit,udpipe
10590600117,I think you give them a little bit -- a little bit too much credit.,much,credit,udpipe
10590600145,what are the -- what's the other color?,other,color,udpipe
10590600246,let me see the -- the yellow blocks.,yellow,blocks,udpipe
10590600267,can I get the yellow block please?,yellow,block,udpipe
10590600369,you're a big girl.,big,girl,udpipe
10590600418,any other time you in here screaming.,other,time,udpipe
10590600436,the first girls name I think was Julie.,first,name,udpipe
10590600440,cinnamon rolls.,cinnamon,rolls,udpipe
10590600441,what do you need cinnamon rolls for?,cinnamon,rolls,udpipe
