...1,doc_id,adj_token_id,noun_token_id,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,time,subject,session,person
5087,11020300331,5,7,round,ball,ball,NA,FALSE,round,ldp_parent_utts_udpipe,round,ball,NA,102,3,parent
5088,11020300331,6,7,red,ball,ball,NA,TRUE,red,ldp_parent_utts_udpipe,red,ball,NA,102,3,parent
5089,11020300333,6,8,red,ball,ball,NA,FALSE,red,ldp_parent_utts_udpipe,red,ball,00:10:42,102,3,parent
5090,11020300333,7,8,round,ball,ball,NA,TRUE,round,ldp_parent_utts_udpipe,round,ball,00:10:42,102,3,parent
5091,11020300336,4,5,red,ball,ball,NA,TRUE,red,ldp_parent_utts_udpipe,red,ball,00:10:49,102,3,parent
5092,11020300337,4,5,red,ball,ball,NA,TRUE,red,ldp_parent_utts_udpipe,red,ball,NA,102,3,parent
5093,11020300340,4,5,red,ball,ball,NA,TRUE,red,ldp_parent_utts_udpipe,red,ball,00:10:56,102,3,parent
5094,11020300351,1,2,red,ball,ball,NA,TRUE,red,ldp_parent_utts_udpipe,red,ball,NA,102,3,parent
5095,11020300525,2,3,shake,shake,shake,NA,TRUE,shake,ldp_parent_utts_udpipe,shake,shake,NA,102,3,parent
5096,11020300526,2,3,shake,shake,shake,NA,TRUE,shake,ldp_parent_utts_udpipe,shake,shake,NA,102,3,parent
5097,11020300527,2,3,shake,shake,shake,NA,TRUE,shake,ldp_parent_utts_udpipe,shake,shake,NA,102,3,parent
5098,11020300528,2,3,shake,shake,shake,NA,TRUE,shake,ldp_parent_utts_udpipe,shake,shake,NA,102,3,parent
5099,11020300600,1,2,yellow,school,school,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,school,NA,102,3,parent
5100,11020300620,3,4,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,NA,102,3,parent
5101,11020300624,3,4,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,00:29:57,102,3,parent
5102,11020300724,2,3,yellow,school,school,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,school,NA,102,3,parent
5103,11020300850,3,4,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,3,parent
5104,11020301414,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,102,3,parent
5105,11020301437,2,3,yellow,block,block,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,block,NA,102,3,parent
5106,11020301441,1,2,green,ball,ball,NA,TRUE,green,ldp_parent_utts_udpipe,green,ball,NA,102,3,parent
5107,11020301442,1,2,red,ball,ball,NA,TRUE,red,ldp_parent_utts_udpipe,red,ball,NA,102,3,parent
5108,11020301635,9,10,yellow,duck,duck,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,duck,NA,102,3,parent
5109,11020400218,5,6,bright,hair,hair,NA,TRUE,bright,ldp_parent_utts_udpipe,bright,hair,NA,102,4,parent
5110,11020400251,1,2,purple,flowers,flowers,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,flower,NA,102,4,parent
5111,11020400511,9,11,bright,tomato,tomato,NA,FALSE,bright,ldp_parent_utts_udpipe,bright,tomato,NA,102,4,parent
5112,11020400511,10,11,red,tomato,tomato,NA,TRUE,red,ldp_parent_utts_udpipe,red,tomato,NA,102,4,parent
5113,11020400526,9,11,bright,tomato,tomato,NA,FALSE,bright,ldp_parent_utts_udpipe,bright,tomato,00:17:50,102,4,parent
5114,11020400526,10,11,red,tomato,tomato,NA,TRUE,red,ldp_parent_utts_udpipe,red,tomato,00:17:50,102,4,parent
5115,11020400545,16,17,yellow,zucchini,zucchini,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,zucchini,NA,102,4,parent
5116,11020500231,4,2,red,hand,hand,NA,FALSE,red,ldp_parent_utts_udpipe,red,hand,NA,102,5,parent
5117,11020500285,4,2,red,foot,foot,NA,FALSE,red,ldp_parent_utts_udpipe,red,foot,NA,102,5,parent
5118,11020500344,2,3,red,road,road,NA,TRUE,red,ldp_parent_utts_udpipe,red,road,NA,102,5,parent
5119,11020500935,12,13,red,truck,truck,NA,TRUE,red,ldp_parent_utts_udpipe,red,truck,NA,102,5,parent
5120,11020501704,1,2,library,books,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,00:18:28,102,5,parent
5121,11020600043,8,9,wooden,spoon,spoon,NA,TRUE,wooden,ldp_parent_utts_udpipe,wooden,spoon,NA,102,6,parent
5122,11020600198,3,4,back,horse,horse,NA,TRUE,back,ldp_parent_utts_udpipe,back,hors,NA,102,6,parent
5123,11020600302,5,6,top,back,back,NA,TRUE,top,ldp_parent_utts_udpipe,top,back,00:17:27,102,6,parent
5124,11020600318,5,6,top,back,back,NA,TRUE,top,ldp_parent_utts_udpipe,top,back,00:19:32,102,6,parent
5125,11020600445,5,6,wooden,spoon,spoon,NA,TRUE,wooden,ldp_parent_utts_udpipe,wooden,spoon,NA,102,6,parent
5126,11020600454,5,6,smiley,face,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,NA,102,6,parent
5127,11020600795,5,6,yellow,flower,flower,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,flower,NA,102,6,parent
5128,11020600827,8,9,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,102,6,parent
5129,11020600993,2,3,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,102,6,parent
5130,11020601427,9,10,smiley,face,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,NA,102,6,parent
5131,11020700370,5,7,stomp,stomp,stomp,NA,FALSE,stomp,ldp_parent_utts_udpipe,stomp,stomp,00:17:25,102,7,parent
5132,11020701186,7,8,dirty,diapers,diaper,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,diaper,NA,102,7,parent
5133,11020701193,9,10,dirty,diapers,diaper,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,diaper,NA,102,7,parent
5134,11020701274,6,7,red,cup,cup,NA,TRUE,red,ldp_parent_utts_udpipe,red,cup,NA,102,7,parent
5135,11020702102,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,102,7,parent
5136,11020702134,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,102,7,parent
5137,11020702144,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,102,7,parent
5138,11020800089,7,8,daddy,tiger,tiger,NA,TRUE,daddy,ldp_parent_utts_udpipe,daddi,tiger,NA,102,8,parent
5139,11020800089,12,13,mommy,tiger,tiger,NA,TRUE,mommy,ldp_parent_utts_udpipe,mommi,tiger,NA,102,8,parent
5140,11020800110,4,5,baby,lion,lion,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,lion,NA,102,8,parent
5141,11020800278,1,2,purple,purple,purple,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,purpl,00:12:47,102,8,parent
5142,11020800283,1,2,purple,purple,purple,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,purpl,NA,102,8,parent
5143,11020800284,1,2,purple,purple,purple,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,purpl,NA,102,8,parent
5144,11020800310,9,10,pink,sock,sock,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,sock,NA,102,8,parent
5145,11020800376,4,5,baby,tiger,tiger,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,tiger,NA,102,8,parent
5146,11020800490,9,10,surf,board,board,NA,TRUE,surf,ldp_parent_utts_udpipe,surf,board,NA,102,8,parent
5147,11020800502,1,3,surf,surf,surf,NA,FALSE,surf,ldp_parent_utts_udpipe,surf,surf,NA,102,8,parent
5148,11020800563,3,7,mommy,cup,cup,NA,FALSE,mommy,ldp_parent_utts_udpipe,mommi,cup,NA,102,8,parent
5149,11020800567,4,5,red,button,button,NA,TRUE,red,ldp_parent_utts_udpipe,red,button,NA,102,8,parent
5150,11020800965,2,3,bubble,container,container,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,contain,NA,102,8,parent
5151,11020801070,3,4,baby,jaguars,jaguar,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,jaguar,NA,102,8,parent
5152,11020801565,1,2,baby,baby,baby,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,babi,NA,102,8,parent
5153,11020801762,3,4,toucan,birds,bird,NA,TRUE,toucan,ldp_parent_utts_udpipe,toucan,bird,NA,102,8,parent
5154,11020801766,4,5,toucan,bird,bird,NA,TRUE,toucan,ldp_parent_utts_udpipe,toucan,bird,NA,102,8,parent
5155,11020900188,8,9,orange,sequins,sequin,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,sequin,NA,102,9,parent
5156,11020900227,1,2,orange,sequins,sequin,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,sequin,NA,102,9,parent
5157,11020900255,6,7,orange,sequins,sequin,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,sequin,NA,102,9,parent
5158,11020900382,2,3,orange,sequins,sequin,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,sequin,NA,102,9,parent
5159,11020900970,8,9,lawn,mower,mower,NA,TRUE,lawn,ldp_parent_utts_udpipe,lawn,mower,NA,102,9,parent
5160,11020901520,5,6,orange,container,container,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,contain,NA,102,9,parent
5161,11021000891,8,10,wet,bud,bud,NA,FALSE,wet,ldp_parent_utts_udpipe,wet,bud,NA,102,10,parent
5162,11021001383,9,10,pink,ring,ring,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,ring,00:06:07,102,10,parent
5163,11021001407,9,13,sing,day,day,NA,FALSE,sing,ldp_parent_utts_udpipe,sing,dai,NA,102,10,parent
5164,11021100550,4,5,baby,girl,girl,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,girl,NA,102,11,parent
5165,11021100640,4,5,green,crayon,crayon,NA,TRUE,green,ldp_parent_utts_udpipe,green,crayon,NA,102,11,parent
5166,11021100672,8,7,yellow,circle,circle,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,circl,00:20:48,102,11,parent
5167,11021100673,4,5,yellow,crayon,crayon,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,crayon,NA,102,11,parent
5168,11021100679,5,8,yellow,circle,circle,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,circl,NA,102,11,parent
5169,11021100679,9,8,yellow,circle,circle,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,circl,NA,102,11,parent
5170,11021100703,7,8,square,green,green,NA,TRUE,square,ldp_parent_utts_udpipe,squar,green,NA,102,11,parent
5171,11021100741,1,2,yellow,rain,rain,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,rain,NA,102,11,parent
5172,11021100742,1,2,yellow,rain,rain,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,rain,NA,102,11,parent
5173,11021100743,7,8,yellow,rain,rain,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,rain,NA,102,11,parent
5174,11021100743,12,13,yellow,rain,rain,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,rain,NA,102,11,parent
5175,11021100744,1,2,yellow,rain,rain,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,rain,NA,102,11,parent
5176,11021100745,5,6,yellow,rain,rain,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,rain,00:24:01,102,11,parent
5177,11021100976,3,4,fish,stickers,sticker,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,sticker,NA,102,11,parent
5178,11021101327,18,19,top,drawer,drawer,NA,TRUE,top,ldp_parent_utts_udpipe,top,drawer,NA,102,11,parent
5179,11021101777,4,5,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5180,11021101778,1,2,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,NA,102,11,parent
5181,11021101779,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5182,11021101780,1,2,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,NA,102,11,parent
5183,11021101781,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5184,11021101782,1,2,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,NA,102,11,parent
5185,11021101783,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5186,11021101787,3,4,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,NA,102,11,parent
5187,11021101789,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5188,11021101790,1,2,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,NA,102,11,parent
5189,11021101791,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5190,11021101792,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5191,11021101793,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5192,11021101801,1,2,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,11,parent
5193,11021200563,2,3,bottom,tickles,tickle,NA,TRUE,bottom,ldp_parent_utts_udpipe,bottom,tickl,NA,102,12,parent
5194,11021200589,9,10,puzzle,pieces,piece,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,piec,NA,102,12,parent
5195,11021200653,10,11,bubble,blower,blower,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,blower,NA,102,12,parent
5196,11021200840,6,7,pink,sandals,sandal,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,sandal,NA,102,12,parent
5197,11021200938,2,3,outside,guys,guy,NA,TRUE,outside,ldp_parent_utts_udpipe,outsid,gui,NA,102,12,parent
5198,11021200996,11,12,red,light,light,NA,TRUE,red,ldp_parent_utts_udpipe,red,light,NA,102,12,parent
5199,11021200996,13,14,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,12,parent
5200,11021201055,1,2,woof,woof,woof,NA,TRUE,woof,ldp_parent_utts_udpipe,woof,woof,NA,102,12,parent
5201,11021201136,4,5,green,light,light,NA,TRUE,green,ldp_parent_utts_udpipe,green,light,NA,102,12,parent
5202,11021201479,1,3,run,girls,girl,NA,FALSE,run,ldp_parent_utts_udpipe,run,girl,NA,102,12,parent
5203,11030100167,4,5,baby,ducks,duck,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,duck,NA,103,1,parent
5204,11030100241,5,6,sand,castle,castle,NA,TRUE,sand,ldp_parent_utts_udpipe,sand,castl,NA,103,1,parent
5205,11030100479,5,7,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,NA,103,1,parent
5206,11030100490,4,5,fish,book,book,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,book,NA,103,1,parent
5207,11030100934,2,3,sweet,pea,pea,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,pea,00:54:51,103,1,parent
5208,11030101094,4,5,purple,triangle,triangle,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,triangl,00:02:57,103,1,parent
5209,11030101094,10,11,orange,square,square,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,squar,00:02:57,103,1,parent
5210,11030101208,11,4,orangutan,elephant,elephant,NA,FALSE,orangutan,ldp_parent_utts_udpipe,orangutan,eleph,00:09:19,103,1,parent
5211,11030101215,10,4,orangutan,elephant,elephant,NA,FALSE,orangutan,ldp_parent_utts_udpipe,orangutan,eleph,NA,103,1,parent
5212,11030101220,7,4,orangutan,flamingo,flamingo,NA,FALSE,orangutan,ldp_parent_utts_udpipe,orangutan,flamingo,00:10:02,103,1,parent
5213,11030101223,7,4,orangutan,flamingo,flamingo,NA,FALSE,orangutan,ldp_parent_utts_udpipe,orangutan,flamingo,00:10:20,103,1,parent
5214,11030101254,4,5,purple,book,book,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,book,NA,103,1,parent
5215,11030101278,8,9,alphabet,pal,pal,NA,TRUE,alphabet,ldp_parent_utts_udpipe,alphabet,pal,NA,103,1,parent
5216,11030101376,4,5,circus,tents,tent,NA,TRUE,circus,ldp_parent_utts_udpipe,circu,tent,00:18:18,103,1,parent
5217,11030101463,4,5,bath,tub,tub,NA,TRUE,bath,ldp_parent_utts_udpipe,bath,tub,NA,103,1,parent
5218,11030200585,1,2,sweet,pea,pea,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,pea,NA,103,2,parent
5219,11030200585,1,2,sweet,pea,pea,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,pea,NA,103,2,child
5220,11030200597,1,2,sweet,pea,pea,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,pea,NA,103,2,parent
5221,11030201101,5,6,oatmeal,raisin,raisin,NA,TRUE,oatmeal,ldp_parent_utts_udpipe,oatmeal,raisin,NA,103,2,parent
5222,11030201370,5,6,red,shoes,shoe,NA,TRUE,red,ldp_parent_utts_udpipe,red,shoe,00:05:55,103,2,parent
5223,11030201575,8,9,thumb,piano,piano,NA,TRUE,thumb,ldp_parent_utts_udpipe,thumb,piano,NA,103,2,parent
5224,11030201810,8,9,stomp,stomp,stomp,NA,TRUE,stomp,ldp_parent_utts_udpipe,stomp,stomp,NA,103,2,parent
5225,11030201836,1,2,red,bird,bird,NA,TRUE,red,ldp_parent_utts_udpipe,red,bird,NA,103,2,parent
5226,11030201836,6,7,yellow,bird,bird,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,bird,NA,103,2,parent
5227,11030300203,6,7,bright,colors,color,NA,TRUE,bright,ldp_parent_utts_udpipe,bright,color,NA,103,3,parent
5228,11030300207,3,4,bright,colors,color,NA,TRUE,bright,ldp_parent_utts_udpipe,bright,color,NA,103,3,parent
5229,11030300362,7,8,oven,mitt,mitt,NA,TRUE,oven,ldp_parent_utts_udpipe,oven,mitt,NA,103,3,parent
5230,11030300418,3,4,oven,mitt,mitt,NA,TRUE,oven,ldp_parent_utts_udpipe,oven,mitt,NA,103,3,parent
5231,11030300635,1,2,sweet,pea,pea,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,pea,NA,103,3,parent
5232,11030301201,5,6,umbrella,handle,handle,NA,TRUE,umbrella,ldp_parent_utts_udpipe,umbrella,handl,NA,103,3,parent
5233,11030301213,4,5,elephant,parade,parade,NA,TRUE,elephant,ldp_parent_utts_udpipe,eleph,parad,00:46:57,103,3,parent
5234,11030301256,4,5,marble,arches,arch,NA,TRUE,marble,ldp_parent_utts_udpipe,marbl,arch,NA,103,3,parent
5235,11030302083,3,4,yellow,button,button,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,button,NA,103,3,parent
5236,11030302171,5,6,top,back,back,NA,TRUE,top,ldp_parent_utts_udpipe,top,back,NA,103,3,parent
5237,11030302174,4,6,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,NA,103,3,parent
5238,11030400065,7,8,green,heart,heart,NA,TRUE,green,ldp_parent_utts_udpipe,green,heart,NA,103,4,parent
5239,11030400075,13,14,thick,markers,marker,NA,TRUE,thick,ldp_parent_utts_udpipe,thick,marker,00:02:42,103,4,parent
5240,11030400256,1,2,blowing,kisses,kiss,NA,TRUE,blowing,ldp_parent_utts_udpipe,blow,kiss,NA,103,4,parent
5241,11030400785,4,5,red,cup,cup,NA,TRUE,red,ldp_parent_utts_udpipe,red,cup,NA,103,4,parent
5242,11030400831,6,7,strawberry,yogurt,yogurt,NA,TRUE,strawberry,ldp_parent_utts_udpipe,strawberri,yogurt,00:36:18,103,4,parent
5243,11030401428,3,5,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,NA,103,4,parent
5244,11030401484,4,5,frog,jump,jump,NA,TRUE,frog,ldp_parent_utts_udpipe,frog,jump,NA,103,4,parent
5245,11030500149,14,15,bubble,mixer,mixer,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,mixer,NA,103,5,parent
5246,11030500173,5,6,bubble,wand,wand,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,wand,NA,103,5,parent
5247,11030500236,5,6,top,back,back,NA,TRUE,top,ldp_parent_utts_udpipe,top,back,NA,103,5,parent
5248,11030500375,1,2,orange,necklace,necklace,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,necklac,NA,103,5,parent
5249,11030500512,2,3,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,103,5,parent
5250,11030500628,1,2,pink,ones,one,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,on,NA,103,5,parent
5251,11030500681,2,3,yellow,hat,hat,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,hat,NA,103,5,parent
5252,11030500696,6,7,flat,house,house,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,hous,NA,103,5,parent
5253,11030500864,9,11,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,NA,103,5,parent
5254,11030500864,9,11,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,NA,103,5,child
5255,11030500934,6,7,yellow,piece,piece,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,piec,NA,103,5,parent
5256,11030500937,2,3,apple,tree,tree,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,tree,NA,103,5,parent
5257,11030600063,1,2,pink,legs,leg,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,leg,NA,103,6,parent
5258,11030600224,12,13,dark,woods,wood,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,wood,NA,103,6,parent
5259,11030600247,6,7,kettle,drums,drum,NA,TRUE,kettle,ldp_parent_utts_udpipe,kettl,drum,00:17:53,103,6,parent
5260,11030600843,4,5,sugar,bowl,bowl,NA,TRUE,sugar,ldp_parent_utts_udpipe,sugar,bowl,NA,103,6,parent
5261,11030601301,6,7,bottom,shelf,shelf,NA,TRUE,bottom,ldp_parent_utts_udpipe,bottom,shelf,00:17:10,103,6,parent
5262,11030700017,7,8,pink,eyeballs,eyeball,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,eyebal,NA,103,7,parent
5263,11030700789,2,3,red,ears,ears,NA,TRUE,red,ldp_parent_utts_udpipe,red,ear,NA,103,7,parent
5264,11030800058,1,2,green,peppers,pepper,NA,TRUE,green,ldp_parent_utts_udpipe,green,pepper,NA,103,8,parent
5265,11030800606,5,6,elephant,ride,ride,NA,TRUE,elephant,ldp_parent_utts_udpipe,eleph,ride,00:37:27,103,8,parent
5266,11030800725,8,9,top,shelf,shelf,NA,TRUE,top,ldp_parent_utts_udpipe,top,shelf,NA,103,8,parent
5267,11030800727,3,4,yellow,shelf,shelf,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,shelf,NA,103,8,parent
5268,11030800977,4,5,pony,ride,ride,NA,TRUE,pony,ldp_parent_utts_udpipe,poni,ride,NA,103,8,parent
5269,11030801194,3,4,hot,day,day,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dai,NA,103,8,parent
5270,11030900093,3,4,strawberry,lemonade,lemonade,NA,TRUE,strawberry,ldp_parent_utts_udpipe,strawberri,lemonad,NA,103,9,parent
5271,11030900130,6,7,picnic,meal,meal,NA,TRUE,picnic,ldp_parent_utts_udpipe,picnic,meal,NA,103,9,parent
5272,11030900326,1,2,pumpkin,bear,bear,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,bear,NA,103,9,parent
5273,11030900417,5,6,green,honey,honey,NA,TRUE,green,ldp_parent_utts_udpipe,green,honei,NA,103,9,parent
5274,11030900647,4,5,yellow,ones,one,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,on,NA,103,9,parent
5275,11030900833,3,4,jellyfish,family,family,NA,TRUE,jellyfish,ldp_parent_utts_udpipe,jellyfish,famili,NA,103,9,parent
5276,11030901253,5,6,juicy,ones,one,NA,TRUE,juicy,ldp_parent_utts_udpipe,juici,on,NA,103,9,parent
5277,11030901313,7,8,noodle,worms,worm,NA,TRUE,noodle,ldp_parent_utts_udpipe,noodl,worm,00:19:30,103,9,parent
5278,11030901499,4,6,hot,buns,bun,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,bun,NA,103,9,parent
5279,11031000223,4,5,pink,shoe,shoe,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,shoe,NA,103,10,parent
5280,11031000255,3,4,poison,apple,apple,NA,TRUE,poison,ldp_parent_utts_udpipe,poison,appl,NA,103,10,parent
5281,11031000351,5,6,ear,infection,infection,NA,TRUE,ear,ldp_parent_utts_udpipe,ear,infect,NA,103,10,parent
5282,11031000460,2,3,orange,bag,bag,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,bag,NA,103,10,parent
5283,11031000473,10,11,picnic,blanket,blanket,NA,TRUE,picnic,ldp_parent_utts_udpipe,picnic,blanket,NA,103,10,parent
5284,11031000476,7,8,picnic,blanket,blanket,NA,TRUE,picnic,ldp_parent_utts_udpipe,picnic,blanket,00:26:49,103,10,parent
5285,11031000481,3,4,chocolate,cake,cake,NA,TRUE,chocolate,ldp_parent_utts_udpipe,chocol,cake,NA,103,10,parent
5286,11031000492,3,4,green,tea,tea,NA,TRUE,green,ldp_parent_utts_udpipe,green,tea,NA,103,10,parent
5287,11031000647,8,9,red,hand,hand,NA,TRUE,red,ldp_parent_utts_udpipe,red,hand,NA,103,10,parent
5288,11031000754,14,15,brown,paper,paper,NA,TRUE,brown,ldp_parent_utts_udpipe,brown,paper,00:42:20,103,10,parent
5289,11031000806,4,5,green,pepper,pepper,NA,TRUE,green,ldp_parent_utts_udpipe,green,pepper,NA,103,10,parent
5290,11031000809,6,7,green,pepper,pepper,NA,TRUE,green,ldp_parent_utts_udpipe,green,pepper,NA,103,10,parent
5291,11031000988,8,11,outside,people,people,NA,FALSE,outside,ldp_parent_utts_udpipe,outsid,peopl,00:54:59,103,10,parent
5292,11031001228,2,3,circus,officer,officer,NA,TRUE,circus,ldp_parent_utts_udpipe,circu,offic,NA,103,10,parent
5293,11031001229,6,7,circus,police,police,NA,TRUE,circus,ldp_parent_utts_udpipe,circu,polic,NA,103,10,parent
5294,11031001478,8,9,wooden,piece,piece,NA,TRUE,wooden,ldp_parent_utts_udpipe,wooden,piec,NA,103,10,parent
5295,11031100044,5,6,pointy,ones,one,NA,TRUE,pointy,ldp_parent_utts_udpipe,pointi,on,NA,103,11,parent
5296,11031100352,6,7,orange,tree,tree,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,tree,NA,103,11,parent
5297,11031100356,11,12,top,handle,handle,NA,TRUE,top,ldp_parent_utts_udpipe,top,handl,NA,103,11,parent
5298,11031100396,8,9,root,rot,rot,NA,TRUE,root,ldp_parent_utts_udpipe,root,rot,NA,103,11,parent
5299,11031100640,5,6,yellow,chair,chair,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,chair,NA,103,11,parent
5300,11031201049,10,11,purple,ones,one,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,on,00:41:58,103,12,parent
5301,11031201443,7,8,wooden,ones,one,NA,TRUE,wooden,ldp_parent_utts_udpipe,wooden,on,NA,103,12,parent
5302,11031201665,4,1,yellow,spin,spin,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,spin,NA,103,12,parent
5303,11031201801,1,2,green,square,square,NA,TRUE,green,ldp_parent_utts_udpipe,green,squar,NA,103,12,parent
