doc_id,sentence,adj_lower,noun_token
10481201716,"Jason, careful over there because there's a cord.",careful,ROOT
10481201718,please be careful because that broke last time.,careful,ROOT
10490100097,is your tummy full yet?,full,ROOT
10490100160,"oh, a piece of hair here buddy.",buddy,ROOT
10490100281,apple+sauce is yummy.,yummy,ROOT
10490100437,not sure honey bunny.,sure,ROOT
10490200131,"ok no touch honey, okay?",ok,ROOT
10490200380,"are you okay, honey?",okay,ROOT
10490200415,your socks are all dusty.,dusty,ROOT
10490200422,"you're not interested in phones anymore, huh?",interested,ROOT
10490200613,"what's wrong, honey?",wrong,ROOT
10490200841,is your tummy full?,full,ROOT
10490200947,your poopies are bad.,bad,ROOT
10490300146,"ooh, your feet are chilly.",chilly,ROOT
10490300603,it's slickery at the end.,slickery,ROOT
10490300807,"this might be like, ninetly a hundred years old.",like,ROOT
10490301051,your hands are all dirty.,dirty,ROOT
10490301149,is your juice ok?,ok,ROOT
10490400931,in about -- thirty minutes she'll be able to talk to you all you want.,able,ROOT
10490401228,and it's broke in the back but it still works -- right?,broke,ROOT
10490500780,blue can't sing because,sing,ROOT
10490501264,you were about -- eight months old.,old,ROOT
10490501317,it's blue with clouds.,blue,ROOT
10490501619,is it ok if I put the pictures away?,ok,ROOT
10490501729,you were one years old.,old,ROOT
10490501751,is it ok if I have a -- a -- is it ok if I have a cracker?,ok,ROOT
10490501767,"Timmy, these are pretty darn good.",good,ROOT
10490501929,what number is this right here?,right,ROOT
10490501933,what number is this right here?,right,ROOT
10490502106,is your nose ok?,ok,ROOT
10490502185,is your neck ok?,ok,ROOT
10490502299,daddy's very proud of you.,proud,ROOT
10490600413,it's hard for -- hard for big people to sit there.,hard,ROOT
10490600560,ok if I get your juice for you?,ok,ROOT
10490600647,is your juice good?,good,ROOT
10490600726,"the cherries are pretty high, aren't they?",high,ROOT
10490600731,your slide's getting all yucky.,yucky,ROOT
10490600813,"I'll be -- I'll be right back, buddy.",right,ROOT
10490600988,are you ready for lunch soon?,ready,ROOT
10490601192,"if you put your feet on the pedals, Timmy, it's faster.",faster,ROOT
10490601416,because it was out in the rain too much.,much,ROOT
10490601436,"it's nice and comfy in the shade, huh?",nice,ROOT
10490601712,"ok, because I can't understand you Timmy if your mouth is full.",ok,ROOT
10490601881,"I'm glad this is all shade, Timmy.",glad,ROOT
10490601937,"no, it's too yucky and it's almost lunch+time, ok?",yucky,ROOT
10490700386,"no, how many trains are on -- this whole thing?",on,ROOT
10490700524,are you ready for -- morning run to the -- post office?,ready,ROOT
10490700714,is it hot at the North_Pole?,hot,ROOT
10490701059,"because that game was kind of easy for you, right?",easy,ROOT
10490701092,which leaf is the same as this one?,same,ROOT
10490701428,do you think this one -- is wavy?,wavy,ROOT
10490701487,and this one isn't as wide as this one.,wide,ROOT
10490701643,is orange his color?,orange,ROOT
10490701735,it's right on his necklace.,right,ROOT
10490701905,"how about we stop playing the computer for now, ok?",ok,ROOT
10490702103,you're good playing soccer outside.,good,ROOT
10490702327,you're stronger than mommy and me!,stronger,ROOT
10490702328,are you stronger than daddy?,stronger,ROOT
10490702477,your head ok?,ok,ROOT
10490800009,he'll be sick of the pop+corn?,sick,ROOT
10490800142,short like this and wide that way.,short,ROOT
10490800637,an old -- an old scrap+yard?,old,ROOT
10490800839,you weren't ready for that one!,ready,ROOT
10490801065,"maybe -- when Jana comes next time, we'll have breakfast ready for her.",ready,ROOT
10490801352,you were one year old.,old,ROOT
10490801456,is your grape juice good?,good,ROOT
10490801540,I wouldn't be able to see your -- reflection.,able,ROOT
10490801573,"ok, I'll be -- I'll be orange and you'll be um -- blue on that side.",orange,ROOT
10490801681,"I'm sure they've seen a lot worse, right?",sure,ROOT
10490801711,I'm about to kiss the possum!,about,ROOT
10490801959,but -- is mac and cheese your second favorite?,mac,ROOT
10490801981,what kind of drink is cold and white and we have with cookies?,cold,ROOT
10490802003,corn's not too healthy for you.,healthy,ROOT
10490802011,green+beans are healthy for you.,healthy,ROOT
10490802117,my nose is still stuffy.,stuffy,ROOT
10490802147,my eye was very red.,red,ROOT
10490802193,diesel's afraid of the dark?,afraid,ROOT
10490802196,"um, are you afraid of the dark?",afraid,ROOT
10490802300,"is it a big -- is it the big, uh -- big truck?",big,ROOT
10490802497,"and uh -- pretty soon -- well, I think it's uh -- pretty soon we'll have to start lunch, ok?",uh,ROOT
10490900006,because Daddy's head gets hot easily and he starts sweating like a bear.,hot,ROOT
10490900133,because I -- because all the water's nice and --,nice,ROOT
10490900289,is the water too cold for you or is it -- nice?,cold,ROOT
10490900370,it's cruel and unusual punishment that he's out here.,cruel,ROOT
10490900407,was that the cold on your back?,cold,ROOT
10490900530,"Timmy, is it Ok if I throw the turtle in the pool?",ok,ROOT
10490900593,"first couple seconds, Tim, it's cold, and then when you're under?",cold,ROOT
10490900768,is your head wet?,wet,ROOT
10490900784,ok I'll spray your back.,ok,ROOT
10490900791,the water's not too cold in your bed?,cold,ROOT
10490901000,that was about three feet high.,high,ROOT
10490901061,that's the furthest you've jumped today.,furthest,ROOT
10490901377,it was ten feet deep.,deep,ROOT
10490901449,"it's actually pretty nice in the shade, huh?",nice,ROOT
10490901453,I'm too big for the table.,big,ROOT
10490901739,### cold on your chest?,cold,ROOT
10490901823,"you're probably the cutest -- little boy on the tape, right?",cutest,ROOT
10490901879,we -- we'd get -- real sick if we -- ate bug spray.,sick,ROOT
10490901908,his stomach's probably grr -- growling.,grr,ROOT
10490902000,but those ones are real good for you.,good,ROOT
10490902062,"mayonnaise isn't that great for you, Tim.",great,ROOT
10490902173,you ### your little -- your little tummy ###,little,ROOT
10490902327,"ok, and put that in the sink?",ok,ROOT
10490902384,ok why don't I -- why don't we go get Trouble?,ok,ROOT
10491000371,this is good for home movies.,good,ROOT
10491000408,your car is right here.,right,ROOT
10491000437,"Tim, it's hard for him to videotape it, because that's just a small office, and it's hard --",hard,ROOT
10491000444,it's just hard -- it's hard for him to stay in there at ten feet.,hard,ROOT
10491000541,"Ok, it's hard -- hard for him to -- it's hard for him to do the videotape in the dark.",hard,ROOT
10491000642,you're good at hiding.,good,ROOT
10491001247,"### real dark in here ### tree ### lights on, and we'll ### tree ###",dark,ROOT
10491001381,it's right on some cards.,right,ROOT
10491001387,"it's white, and it has a blue little end to it.",white,ROOT
10491001388,"it's about this long, and this skinny.",long,ROOT
10491001527,"it's green and pink, inside -- inside a big box.",green,ROOT
10491001698,"that's blue, red, and white and it's got a hole at the end.",blue,ROOT
10491001782,"no, they were -- some were small -- that big -- and some were -- it was probably as high as twenty+five to thirty feet high at the head.",small,ROOT
10491001783,"um, with the t_rex, how high was that?",high,ROOT
10491001803,"um, maybe that could be uh -- maybe a -- a knee joint, or uh -- or it could be elbows.",uh,ROOT
10491002021,"because if -- because if you're playing and we're wrestling around, those boots are so heavy that you could break stuff and this manger set, is very old, Ok?",old,ROOT
10491200417,this is why I'm glad I have my boy.,glad,ROOT
10491200604,you sure it's this one?,sure,ROOT
10491200665,Timmy@n uh -- I'm not sure which one it goes in.,sure,ROOT
10491200754,is it good to get that -- that little thing?,good,ROOT
10491200866,big -- big wide eyes and a little half smiley face.,big,ROOT
10491201034,Spider+Man is good too.,good,ROOT
10491201284,Wolverine is a bit small.,small,ROOT
10500100111,"slinky, slinky, it's fun for a girl or a boy.",fun,ROOT
10500100115,"slinky, slinky, it's fun for a girl or a boy.",fun,ROOT
10500100374,this is kind of a bad room to play in because there's all kinds of stuff that you shouldn't get into.,kind,ROOT
10500100438,that's good for the gums.,good,ROOT
10500100439,is that good for the gums?,good,ROOT
10500200332,this window sill is cold.,cold,ROOT
10500200602,that's only when the sky is dark.,dark,ROOT
10500200603,the sky is light right now because the sun is out.,light,ROOT
10500200774,"ok, but you do not spit it out of your mouth.",ok,ROOT
10500200813,how wet is your shirt?,wet,ROOT
10500201070,"but the, the top to the pineapple is gone.",gone,ROOT
10500201287,I'm not even sure I even have chicken nuggets for lunch.,sure,ROOT
10500201292,are you kind of mellowing out a little bit?,kind,ROOT
10500300173,too small for mommy's foot.,small,ROOT
10500300393,is it kind of hard to walk and play with that at the same time?,hard,ROOT
10500300592,how about if you go in the stroller because you're too heavy for mommy to hold all that way.,heavy,ROOT
10500300661,your stroller's pretty squeaky.,squeaky,ROOT
10500300734,how about if we go this way so the sun's not in your eyes as much.,much,ROOT
10500301037,how dirty are your hands?,dirty,ROOT
10500301122,mommy ### close to the street.,close,ROOT
10500301593,funny when mommy does that?,funny,ROOT
10500400056,"""dinosaurs happy, and dinosaurs sad.""",happy,ROOT
10500400425,"ok, well this is kind of like a star.",kind,ROOT
10500400788,your eyes ok?,ok,ROOT
10500400795,"I'm not as good as daddy making things, but I can try.",good,ROOT
10500400856,my hand is so tired.,tired,ROOT
10500400886,that look's even better than the last one.,better,ROOT
10500400994,I'm sorry but that's just the way it is.,sorry,ROOT
10500401167,"open that pink door, and you can put it in there.",open,ROOT
10500401307,be calm if daddy takes you to get your hair cut tomorrow?,calm,ROOT
10500401313,"well, it'll be open tomorrow.",open,ROOT
10500401630,is the bunny still alive after you cooked him?,alive,ROOT
10500500009,your chicken nuggets are ready.,ready,ROOT
10500500302,is mommy's foot big or is your foot big?,big,ROOT
10500500699,right below -- right by your feet.,right,ROOT
10500500959,oh my goodness that's tight.,tight,ROOT
10500501014,it's shorter than the other ones.,shorter,ROOT
10500600013,because it's really not that good of a word.,good,ROOT
10500600445,then you'd be stuck with a hanger around your neck for the rest of your life.,stuck,ROOT
10500600494,you're ready to roll tape.,ready,ROOT
10500600519,because it's not really that great of a word and if I hear it all day long it's going to -- make me upset.,great,ROOT
10500600857,if -- why don't we build the puzzle and then we'll put it -- back in the box when we're all done.,done,ROOT
10500600880,big ones first and then the small ones.,first,ROOT
10500600960,I'm tired of hearing that word about everything that you talk about.,tired,ROOT
10500601313,there's not much of a -- ### a huge difference between the two names?,much,ROOT
10500700076,is it ok if mommy gets Charlotte?,ok,ROOT
10500700083,but it's not good to have spiderwebs inside.,good,ROOT
10500700212,oh it's kind of warm on the porch.,warm,ROOT
10500700258,hey Colin are you hungry for a snack?,hungry,ROOT
10500700259,are you hungry for a snack?,hungry,ROOT
10500700265,are you hungry for a snack?,hungry,ROOT
10500700404,so it's more of like a scoop.,more,ROOT
10500700963,amazing how you can come up with all kinds of different ways to play with floss.,amazing,ROOT
10500700968,our cupboards are bear.,bear,ROOT
10500800223,ok I'm going to go potty.,ok,ROOT
10500800430,ok ok ok just say Help mom.,ok,ROOT
10500800471,ok if we say any more bad words you're going to have to sit in time out.,ok,ROOT
10500800864,alright where is that crazy -- where is that crazy one?,alright,ROOT
10500801144,I'll be nice this time.,nice,ROOT
10500801367,alright I'm going to like to see what we have for lunch in the refrigerator.,alright,ROOT
10500900428,it's more interesting that way?,interesting,ROOT
10500900498,ok now can I have the scooper?,ok,ROOT
10500900710,I do I have blue on my finger.,blue,ROOT
10500900737,if -- if bugs and other ants and other bugs are outside we're gentle with them.,outside,ROOT
10500900790,ok then scooch over to your spot.,ok,ROOT
10500900956,they get really dirty with garbage and leaves and dirt.,dirty,ROOT
10500901090,are you sure you could keep doing legos.,sure,ROOT
10500901101,it's better to do legos.,better,ROOT
10501000263,"on September twenty+fourth, but it doesn't say his name.",fourth,ROOT
10501000570,I'm -- I'm happy it went in your mouth but still.,happy,ROOT
10501000987,"daddy's good at that, isn't he?",good,ROOT
10501001102,it's really crispy today.,crispy,ROOT
10501100611,alright I'm going to get my hands clean from -- touching your shoes.,alright,ROOT
10501100678,oh no it's right by your Lego box.,right,ROOT
10501100788,"alright sweetie that's enough, ok?",ok,ROOT
10501100866,"ok I think I'm going to make chicken nuggets for lunch today, ok?",ok,ROOT
10501100911,when -- she's good about not putting things in her mouth.,good,ROOT
10501101048,alright I'm going to change sissy-'s diaper.,alright,ROOT
10501200081,ok I'll come over in just a minute.,ok,ROOT
10501200196,you guys won't be able to play in the sprinkler after lunch.,able,ROOT
10501200245,so you better not throw the bucket out ok?,better,ROOT
10501200263,when you get water go in the yard with it ok?,ok,ROOT
10501200281,are you bored watching the boys?,bored,ROOT
10501200314,you are about to be going inside and have time+out.,about,ROOT
10501200350,until Jack-'s water's gone.,gone,ROOT
10501200698,ok are you guys playing nicely?,ok,ROOT
10501200913,ok for one minute alright.,ok,ROOT
10501200992,poor Elaine's got one obstacle after another today.,poor,ROOT
10510100141,it's sunny out today.,sunny,ROOT
10510100475,it's full of hair.,full,ROOT
10510200026,"oh, not with your mouth full.",full,ROOT
10510200103,is your mouth full of food?,full,ROOT
10510200580,he's ha --,ha,ROOT
10510201236,this is kind of way out of your league yet.,kind,ROOT
10510300493,it was all muddy from -- all the rain last night.,muddy,ROOT
10510300954,"yeah, but happy's not happy birth+day.",happy,ROOT
10510301044,is your juice good?,good,ROOT
10510400490,"""Jack be nimble; Jack be quick.""",nimble,ROOT
10510400873,"it's dark in the kitchen, Michael.",dark,ROOT
10510401180,it's hard on my foot.,hard,ROOT
10510500085,ice+cream is good.,good,ROOT
10510500325,"""boom boom, ain't it great to be crazy?""",great,ROOT
10510500707,and this monkey is too big to be a monkey.,big,ROOT
10510501207,"be careful of her cup, ok?",careful,ROOT
10510600561,that's letter u@l.,u@l,ROOT
10510601382,"ok, maybe we should turn the tv --",ok,ROOT
10510700206,"now, it's too bald to be the sun.",bald,ROOT
10510700303,"ok, because I like it on the table.",ok,ROOT
10510700739,this one's hard to put in this little hole.,hard,ROOT
10510800466,because it's so cloudy today out.,cloudy,ROOT
10510800682,I was worried for a minute here Michael!,worried,ROOT
10510800905,that one's too hard and it's Letycia's.,hard,ROOT
10510801419,I'll be ready in a minute.,ready,ROOT
10510900536,for a second I thought you had a different last name than mine!,second,ROOT
10511000474,"ok, but I need some just to put this in place first.",ok,ROOT
10511000485,it's easier for you to see it that way.,easier,ROOT
10511000494,"ok I'll turn it on as soon as all the sides have something on it, ok?",ok,ROOT
10511000835,is Ms_Erika ok with you not finishing the cat?,ok,ROOT
10511001111,sure but will you wait a second?,sure,ROOT
10511100298,this is the same as the other one.,same,ROOT
10511100383,one page of this one is enough.,enough,ROOT
10511100827,"so Michael@n, what was your snack today?",snack,ROOT
10540100768,are your fingers dirty?,dirty,ROOT
10540100885,I am not so sure about the chocolate chips sweetie.,sure,ROOT
10540200333,are your pants wet or dry?,wet,ROOT
10540200337,are your pants wet or dry?,wet,ROOT
10540200343,are your pants wet or dry?,wet,ROOT
10540200344,"are your pants wet or dry, Ross?",wet,ROOT
10540200353,are your pants wet or dry?,wet,ROOT
10540200449,lady+bug is sweeping.,sweeping,ROOT
10540200543,"""baby bear will softly sigh as daddy sings a lullabye.""",sigh,ROOT
10540200597,"""it was too wet to play so we sat in the house all that cold, cold, wet day.""",wet,ROOT
10540200688,"""it is fun to have fun but you have to know how.""",fun,ROOT
10540200814,"""your mother is near.""",near,ROOT
10540200911,"""the train yard is ready.""",ready,ROOT
10540201122,your dump truck is dirty.,dirty,ROOT
10540201143,yeah your bath is all done.,done,ROOT
10540201915,riding it sideways is sometimes hard.,hard,ROOT
10540300229,mama is just full of ideas today.,full,ROOT
10540300233,"that way, it'll be easy for you to see.",easy,ROOT
10540300260,how -- what -- water's warm?,warm,ROOT
10540300478,"that's right, the Lincoln_Park_",right,ROOT
10540300528,if you put the dry towel in the water it will be wet.,wet,ROOT
10540300637,"Ross, are your shorts wet or dry?",wet,ROOT
10540300641,are your shorts wet or dry?,wet,ROOT
10540300732,are you ready to -- to play with your train?,ready,ROOT
10540300824,right in your new -- your new toy holder.,right,ROOT
10540300840,your shorts are wet.,wet,ROOT
10540300847,your shorts are wet.,wet,ROOT
10540300862,is your shirt very wet too?,wet,ROOT
10540301354,are you ready for snack?,ready,ROOT
10540301693,"""she was not afraid of mice.""",afraid,ROOT
10540301715,"""her eyes were red.""",red,ROOT
10540301765,"""one nice morning Miss_Clavel said isn't this a fine -- """,fine,ROOT
10540400680,isn't that nice of her to come and visit and bring games for you?,nice,ROOT
10540401094,Pooh's too big to go on my back.,big,ROOT
10540401328,mama's not so happy about the batteries in this thing.,happy,ROOT
10540401520,fits over his back just fine.,fine,ROOT
10540401637,because it's better to put the poo+poo in the --,better,ROOT
10540401746,I'm a little bit crazy and a little bit jumpy.,crazy,ROOT
10540401861,I'm sorry but when you have poo+poo in your diaper we have to do a diaper change.,sorry,ROOT
10540401869,otherwise your bottom will be sore.,sore,ROOT
10540401965,are you hungry for an egg?,hungry,ROOT
10540401970,are you hungry for an egg?,hungry,ROOT
10540402064,### ready for a grilled cheese sandwich too.,ready,ROOT
10540402091,our laundry is just fine.,fine,ROOT
10540500001,"if we don't have all of our -- if we don't have all of the ingredients, all the things to put into the cookies, we won't be able to make them.",able,ROOT
10540500025,"yeah, I'm worried because I would like to put that on the crown.",worried,ROOT
10540500063,her belly is too big to crawl under the bed so Ross needs to help.,big,ROOT
10540500334,"that was great, buster.",great,ROOT
10540500484,you ready for tea?,ready,ROOT
10540500920,Mike were really little.,little,ROOT
10540501452,mama's so sad she can't find her I love you cookie cutter.,sad,ROOT
10540501507,"maybe one day when we have a house, mama'll be able to know where everything is.",able,ROOT
10540501686,it's nice of you to share something that you think tastes so good.,nice,ROOT
10540501830,you're a little bit crazy today.,crazy,ROOT
10540600017,"and -- and -- when you're -- you're directing traffic, they'll be -- they'll be able to say oh, there's the fire+man.",able,ROOT
10540600173,kids in the play+ground are scared of the dog.,scared,ROOT
10540600433,"I'm sorry but when you change -- when you -- when you -- use -- when you poop -- you put poo+poo in your -- in your pull+up, then we have to change it.",sorry,ROOT
10540600458,I'm sorry that we didn't make it to the bath+room in time.,sorry,ROOT
10540600561,are you ready to put things away and go and do some painting?,ready,ROOT
10540601147,it's kind of a goopy hand+print.,print,ROOT
10540601215,that'll be fun to give a picture to Shasha.,fun,ROOT
10540601295,and -- but if we go to the bath+room it'll be very quick.,quick,ROOT
10540601315,"Ross, you've been dry all morning.",dry,ROOT
10540601731,mama's hungry for a cake.,hungry,ROOT
10540601860,that's where mama -- mama was lying at the hospital waiting for you to come out.,mama,ROOT
10540601864,I was kind of taking a little nap waiting for you to come out.,kind,ROOT
10540700555,"now since that was your building, that's ok that you knock it down.",ok,ROOT
10540700556,"but if, let's say, that was my building, would that have been nice?",nice,ROOT
10540701137,and that smoke+stack is too high.,high,ROOT
10540701330,I'm ready to go make pizza.,ready,ROOT
10540701345,you're good at stirring and pouring.,good,ROOT
10540701365,you would -- you would be able to stand on the chair.,able,ROOT
10540701375,I am ready to go into the kitchen.,ready,ROOT
10540701615,you ready to make peanut+butter and jelly?,ready,ROOT
10540800070,are you ready to have some lunch?,ready,ROOT
10540800142,my feet are -- cold.,cold,ROOT
10540800283,my mouth is all empty.,empty,ROOT
10540800336,it's nice to just sit here and eat -- lunch.,nice,ROOT
10540800405,too bad we don't use it the way we're supposed to.,bad,ROOT
10540800770,sidewalk chalk is fun.,fun,ROOT
10540801121,this is a fair that's like -- lots of games to make.,fair,ROOT
10540900417,"My goodness, no wonder you're a little hungry.",hungry,ROOT
10540900621,The side of the lid is very sharp.,sharp,ROOT
10540900888,We're glad that you chose our airlines to fly on.,glad,ROOT
10540900954,"Ok, I'm ready for takeoff.",ready,ROOT
10540901658,The peach cobbler for the maintenance guys are almost -- is almost ready.,ready,ROOT
10541000148,I've never been able to get that plastic out Ross.,able,ROOT
10541000208,"um, because the water that we use and the detergent that we use on the floor might not be as good for the table.",good,ROOT
10541000491,you were wonderful when Mama was on the phone with Mrs_May.,wonderful,ROOT
10541000600,the eye is on -- looks like his eyes are on different sides of his head.,on,ROOT
10541000615,it is already pretty cold for the middle of October and it will soon be cold enough outside for Captin_Cook and Greta.,cold,ROOT
10541000629,what will the people be like?,like,ROOT
10541000686,the next few days were even colder but the Poppers soon got used to sitting around in their overcoats.,colder,ROOT
10541000724,both Greta and Captain_Cook were tremendously pleased that all that ice --,pleased,ROOT
10541000727,both Greta and Captain_Cook were tremendously pleased that -- with all that ice.,pleased,ROOT
10541000736,it was a little hard at first to move the furniture because the feet of the chairs had --,hard,ROOT
10541000742,"it may be very healthy said Mrs_Popper as she mopped up the flood, but it's not very tidy.",healthy,ROOT
10541000821,Mr_Popper was quite worried when he found that all these changes were going to be very expensive.,worried,ROOT
10541000822,the refrigerating engineer was worried too when he found -- when he found that Mr_Popper had practically no money.,worried,ROOT
10541000828,"since Mr_Popper knew that penguins only lay two eggs a season, he was astonished when a little later the third egg was found under Greta.",astonished,ROOT
10541000849,"now penguins eggs are so large that the mother can sit on only two at a time, and this created quite a problem.",large,ROOT
10541001114,do you -- are you ready for a snack?,ready,ROOT
10541001240,Ross please don't unbutton -- unsnap his outfit.,unbutton,ROOT
10541100100,"well, I'm not ready to do the sugar yet, ok?",ready,ROOT
10541100103,I'm not ready to put the sugar on.,ready,ROOT
10541100216,because our hearts aren't very big.,big,ROOT
10541100613,it's hard to write with that big fat marker.,hard,ROOT
10541100617,"great, I like the o@ln.",great,ROOT
10541100916,you're so good at making things with paper!,good,ROOT
10541101184,cards are always nice when there's something really nice said by little boys in them.,nice,ROOT
10541101311,your ones that you made for your teachers are so nice.,nice,ROOT
10541101504,that'll be fun to go through the washer.,fun,ROOT
10541101601,are you ready to come eat -- eat -- try your snack now?,ready,ROOT
10541101811,"if you can get the container of eggs and the butter out, I will be happy.",happy,ROOT
10541101903,and how old are you on your third birthday?,old,ROOT
10541102148,"now the oven is hot, so Mom will have to put it in.",hot,ROOT
10541102203,I'm so glad that I had a -- chocolate cake mix that I could use.,glad,ROOT
10541200017,"ok, we'll be gone seven days --",gone,ROOT
10541200078,your back ok?,ok,ROOT
10541200174,it's just I'm not pleased with the way you said it.,pleased,ROOT
10541200203,"ok, I'm ready for pants.",ready,ROOT
10541200286,you ready for your -- quiet time?,ready,ROOT
10541200623,"it was dangerous, but as Woody told -- the -- the other toys, these guys are professionals.",dangerous,ROOT
10541200648,the air in Andy-'s room was thick with tension.,thick,ROOT
10541200662,the toys were shocked when Woody crawled out from under the bed.,shocked,ROOT
10541200674,he was too busy trying to make contact with star command.,busy,ROOT
10541200682,my name is Woody and this is Andy-'s room.,woody,ROOT
10541200781,"even after two -- after the two were able to make their way to Pizza+Planet in a delivery+truck, Buzz was still looking for a space+ship to take him home.",able,ROOT
10541200839,are there more than one air+plane there?,more,ROOT
10541200917,they're the best flying air+planes I've ever seen.,best,ROOT
10541200964,this is kind+of hard for -- smaller fingers.,hard,ROOT
10541201007,wouldn't it be fun if we can actually make them to go as fast as the guy at science center?,fun,ROOT
10541201157,I'm a little worried how it's going to fly with big old wings like that.,worried,ROOT
10541201170,not because their wings are so big but because of their bodies.,big,ROOT
10541201172,because their bodies are just too big to fly.,big,ROOT
10541201354,it's interesting to find -- see which kind of folds make the -- make it do different things.,interesting,ROOT
10541201728,"I am very proud of you for remembering your house rule, though.",proud,ROOT
10550200107,"what's up, babe.",up,ROOT
10550200327,what's wrong with your tongue?,wrong,ROOT
10550200524,chicken nuggets are real hot.,hot,ROOT
10550300294,"what's wrong, baby?",wrong,ROOT
10550400039,"what's wrong, babe?",wrong,ROOT
10550400199,"oh, your hands dirty?",dirty,ROOT
10550400285,what's wrong with the doggy?,wrong,ROOT
10550400403,### clean your hands.,clean,ROOT
10550600556,ok you're wasting -- the tooth+paste.,ok,ROOT
10550700465,"mommy's hands are cold, Babe.",cold,ROOT
10550700479,"ooh, your feet are warm.",warm,ROOT
10550800459,"Des, is it really necessary to make that mess?",necessary,ROOT
10550800764,your hand's right by it.,right,ROOT
10550800812,you can't be that close to the tv.,close,ROOT
10550800861,"what's up, baby?",up,ROOT
10550801019,"mommy's too tired, babe.",tired,ROOT
10550801120,"all day long, you been running marathons.",long,ROOT
10550801205,"mommy's tired, baby.",tired,ROOT
10550801217,I'm Destiny doo+doo?,destiny,ROOT
10550900004,"who's bigger, Des, you or the dog?",bigger,ROOT
10550900007,who's bigger you or your doggie?,bigger,ROOT
10550900009,who's bigger you or your doggie?,bigger,ROOT
10550900163,be careful in them shoes.,careful,ROOT
10550900348,who's afraid of the dark?,afraid,ROOT
10550900352,you're afraid of the dark?,afraid,ROOT
10550900907,"alright that's enough, kiddo.",enough,ROOT
10550901251,you're crazy and nuts.,crazy,ROOT
10550901634,you're lucky I don't put this around your neck.,lucky,ROOT
10550901814,mommy's too big to do that stuff man.,big,ROOT
10551000174,be careful with those shoes on Des.,careful,ROOT
10551100518,he was nice to her right?,nice,ROOT
10551100771,ok pick up your fans too while you're cleaning.,ok,ROOT
10551100781,ok so pick up your mess or it's going to be off.,ok,ROOT
10551101167,be careful that you'll fall on the table.,careful,ROOT
10551101411,ok hurry up and wash your hands.,ok,ROOT
10551200585,it's the best I got kid was a f@l plus.,best,ROOT
10580100039,"careful, watch your little toes.",careful,ROOT
10580100060,this is dirty.,dirty,ROOT
10580100352,last time the batteries were gone.,gone,ROOT
10580100864,are you tired little pumpkin?,tired,ROOT
10580100872,are you tired little boy?,tired,ROOT
10580100873,are you tired little pumpkin?,tired,ROOT
10580100888,you are up so early this morning.,up,ROOT
10580100896,well you've been so busy today.,busy,ROOT
10580200111,who's ready guys?,ready,ROOT
10580200359,"ok, and you're the Cubs.",ok,ROOT
10580201090,"that's almost as good as that ice+cream we had yesterday, eh?",good,ROOT
10580201093,was it good ice+cream?,good,ROOT
10580201346,it's a bit difficult to do that.,difficult,ROOT
10580201476,"it's kind of more difficult for you, little guy.",difficult,ROOT
10580201522,it's tosmall for mama.,tosmall,ROOT
10580201531,"oh, it's too small for mama",small,ROOT
10580300538,"yeah, it's not strong enough to hold you sweetie.",enough,ROOT
10580301143,does he do good under+dogs?,good,ROOT
10580400187,that's the hotel's key.,key,ROOT
10580400223,my toast is the same as your toast.,same,ROOT
10580400946,you all done with your paints?,done,ROOT
10580401673,yummy yummy in your tummy?,yummy,ROOT
10580500867,are you sure you don't need a jacket?,sure,ROOT
10580500870,ok you wait right here while mommy go get your jacket.,ok,ROOT
10580501537,"you guys are really tired this morning, huh?",tired,ROOT
10580600472,"you're right, that is a skate+board.",right,ROOT
10580600599,"you're right, the people are called the Thunderbirds.",right,ROOT
10580600632,"One is so fast it can rocket up to fifteenthousand miles per hour.""",fast,ROOT
10580601096,"this ### dress is pink, right?",pink,ROOT
10580601144,"mmm, that's Virgil, darling.",virgil,ROOT
10580601233,you all done with this story?,done,ROOT
10580601321,"""but she's careful never to break a nail.""",careful,ROOT
10580601560,"yeah, I'm not sure how that works, honey.",sure,ROOT
10580601696,"there's not many, so I'm going to give you half.",many,ROOT
10580601730,your hands clean?,clean,ROOT
10580601924,"this is a wee bit hard, isn't it?",hard,ROOT
10580601956,"it's a wee bit difficult, is it?",difficult,ROOT
10580601964,is that easier because there's just the one?,easier,ROOT
10580700096,"""I'm a general and I have to stop the enemy army with my tank.""",general,ROOT
10580700197,"""but when the conductor came by, the tickets were gone.""",gone,ROOT
10580700614,"ok, mister, are you -- want me to -- are you ready to come out?",ready,ROOT
10580701036,"it's ready, little guy.",ready,ROOT
10580701592,this one's a wee bit more difficult.,difficult,ROOT
10580701831,"ok, is that Buzz -- is that ###?",ok,ROOT
10580701897,"this is ### fast, right?",fast,ROOT
10580800320,"yeah, because this morning when you -- when you ate them they were hot.",hot,ROOT
10580800549,are you cranky -- a cranky boy this morning?,cranky,ROOT
10580800750,you sure you don't want to go to the potty before you go down+stairs?,sure,ROOT
10580800877,"boy, I'm tired today.",tired,ROOT
10580800947,the sand table -- just gets so dirty.,dirty,ROOT
10580801009,I'm sure -- I'm sure Jennifer ### being told that.,sure,ROOT
10580801556,"these are so good, these bubbles, that we've nearly finished them all.",good,ROOT
10580801631,this is more stable than the picnic table.,stable,ROOT
10581000203,Erik are you sure there was no cartridge came in that?,sure,ROOT
10581000386,"that's funny because that's what the quiz asked, isn't it?",funny,ROOT
