noun,adj,turker_judgment,wiki_similarity,ldp_similarity
baby,thick,3.5,0.2944030463695526,0.0966612920165062
head,thick,2.6666666666666665,0.4076598882675171,0.003654811531305313
brick,thick,4.5,0.4495640993118286,0.5592522025108337
rope,thick,4.0,0.3862344026565552,0.21605534851551056
cub,thick,3.25,0.20339100062847137,0.6159113049507141
branch,thick,4.333333333333333,0.29231563210487366,0.45395398139953613
tree,thick,4.0,0.29313021898269653,0.16986164450645447
sandwich,thick,4.0,0.3947671055793762,0.34636104106903076
cheese,thick,3.25,0.32573747634887695,0.17938733100891113
noodle,thick,3.75,0.3340873122215271,0.7163265943527222
chocolate,thick,4.0,0.37424004077911377,0.5087348818778992
worm,thick,3.75,0.22975806891918182,0.6369041800498962
bed,upstairs,4.25,0.5069299936294556,0.4229809045791626
food,upstairs,2.5,0.32337522506713867,0.18806977570056915
book,upstairs,1.25,0.3538181781768799,0.14477039873600006
phone,upstairs,3.0,0.3904637396335602,0.13168182969093323
toy,upstairs,2.75,0.33261337876319885,0.13670076429843903
mother,upstairs,2.5,0.41522130370140076,0.09487056732177734
honey,upstairs,1.25,0.30046162009239197,0.026131154969334602
dress,upstairs,2.25,0.34653303027153015,-0.024069949984550476
coffee,upstairs,2.25,0.41237547993659973,0.09674589335918427
cup,upstairs,1.75,0.29410240054130554,0.08802250027656555
box,green,2.75,0.4114457368850708,0.21409988403320312
top,green,2.75,0.41499802470207214,0.32692527770996094
color,green,4.0,0.5697365403175354,0.49922725558280945
hat,green,2.75,0.4110918641090393,0.3413379490375519
frog,green,6.333333333333333,0.3837239444255829,0.4873569905757904
bear,green,2.0,0.33483800292015076,0.13824976980686188
bird,green,2.75,0.3685595393180847,0.21691307425498962
horse,green,1.0,0.35846713185310364,0.2500408887863159
cat,green,1.6666666666666667,0.32319411635398865,0.273247629404068
sheep,green,1.25,0.3867802619934082,0.4141683876514435
goldfish,green,1.5,0.3185812532901764,0.24386081099510193
carrot,green,1.5,0.4289238154888153,0.32959407567977905
picture,green,3.0,0.37494516372680664,0.19515222311019897
leave,green,5.0,0.28427451848983765,-0.10962547361850739
beard,green,1.5,0.3905363976955414,0.4038713574409485
land,green,5.0,0.41379034519195557,0.16059544682502747
car,green,3.5,0.41261884570121765,0.2676175832748413
stripe,green,2.5,0.48042646050453186,0.48787009716033936
apple,green,3.75,0.40887901186943054,0.3175197243690491
dot,green,3.25,0.4301375150680542,0.6354700326919556
star,green,3.0,0.3687962293624878,0.6773000359535217
orange,green,2.25,0.725739598274231,0.7193971276283264
giraffe,green,1.0,0.31311455368995667,0.43453550338745117
block,green,2.5,0.3369462788105011,0.6097146272659302
ball,green,3.0,0.39973515272140503,0.2898193597793579
broccoli,green,6.25,0.4279560148715973,0.3358807861804962
grape,green,4.25,0.40226152539253235,0.33503690361976624
flag,green,3.0,0.45905745029449463,0.3352796733379364
grass,green,6.5,0.5283897519111633,0.42312294244766235
candle,green,2.75,0.3460124433040619,0.23151452839374542
cake,green,2.75,0.3756670653820038,0.2813040316104889
head,green,1.25,0.3559836149215698,0.14402274787425995
dog,green,1.25,0.3216717839241028,0.1521732658147812
stem,green,5.333333333333333,0.3527698218822479,0.46772047877311707
ocean,green,2.75,0.4216770827770233,0.2835959494113922
slide,green,2.5,0.2666473388671875,0.10776963084936142
tree,green,5.333333333333333,0.38754770159721375,0.16758807003498077
dragon,green,4.75,0.44341057538986206,0.4304831027984619
cantaloupe,green,4.25,0.2985726594924927,0.31357839703559875
melon,green,5.25,0.341780424118042,0.18299810588359833
guy,green,1.0,0.37043341994285583,0.16877613961696625
foot,green,2.25,0.3905615508556366,0.21878205239772797
hand,green,1.75,0.3919278681278229,0.20488955080509186
pine,green,5.5,0.4426024556159973,0.25409072637557983
leaf,green,5.25,0.4768962860107422,0.39604651927948
fish,green,2.5,0.3965100944042206,0.5189656019210815
water,green,2.75,0.4863404929637909,0.25661858916282654
pepper,green,3.3333333333333335,0.40108221769332886,0.5076698064804077
triangle,green,3.25,0.42846718430519104,0.6715663075447083
tie,green,2.75,0.3663724660873413,0.0449015237390995
bow,green,2.75,0.3578658103942871,0.31075870990753174
person,green,1.0,0.2799059748649597,0.39420339465141296
ear,green,1.25,0.31377875804901123,0.14202433824539185
monkey,green,1.2,0.36901357769966125,0.19809502363204956
cup,green,3.75,0.3782747685909271,0.3231838643550873
oatmeal,green,1.3333333333333333,0.3789667785167694,0.27112647891044617
circle,green,3.0,0.3913766145706177,0.5782468318939209
hair,green,2.5,0.42217734456062317,0.07724946737289429
garbage,green,2.25,0.3419076204299927,0.20751513540744781
cinnamon,green,1.25,0.3850647509098053,0.414089560508728
square,green,3.0,0.44524911046028137,0.6740651726722717
pony,green,1.5,0.3855443298816681,0.2672291100025177
paint,green,3.0,0.3946203589439392,0.35075822472572327
potty,green,3.5,0.2699439823627472,0.14055375754833221
telephone,green,2.25,0.3025292158126831,0.08517641574144363
pea,green,5.5,0.4304458498954773,0.010256502777338028
baby,green,1.0,0.38253864645957947,0.0378933921456337
door,green,3.0,0.34058713912963867,0.06660887598991394
balloon,green,3.0,0.33690112829208374,0.4717565178871155
tea,green,4.5,0.46769896149635315,0.2171357125043869
train,green,2.5,0.315535306930542,0.19148492813110352
track,green,4.25,0.3122173547744751,0.3730124533176422
crayon,green,4.0,0.399880975484848,0.6185519695281982
knife,green,3.5,0.31074967980384827,0.33210456371307373
bed,green,2.0,0.3348349630832672,0.00826981384307146
laundry,green,1.75,0.3552706837654114,0.07640790194272995
eye,green,3.0,0.39533141255378723,0.3189900815486908
moon,green,1.0,0.44578030705451965,0.3393590748310089
cheese,green,2.0,0.42768776416778564,0.3340219259262085
pocket,green,2.5,0.3836795389652252,0.19946914911270142
tummy,green,1.5,0.2717968821525574,0.051475416868925095
grasshopper,green,5.25,0.34501591324806213,0.20737174153327942
animal,green,2.75,0.36838701367378235,0.23004600405693054
puzzle,green,3.0,0.2920008599758148,0.26146188378334045
tube,green,3.5,0.3353961110115051,0.21141037344932556
turtle,green,4.0,0.4293619990348816,0.5116463899612427
shell,green,1.25,0.3694176971912384,0.34601178765296936
belt,green,2.75,0.43826737999916077,0.19476284086704254
diamond,green,1.6666666666666667,0.36652642488479614,0.5107781887054443
stroller,green,3.0,0.20695370435714722,0.1301371306180954
squirrel,green,1.0,0.4080868363380432,0.2183060348033905
button,green,2.3333333333333335,0.4259820282459259,0.3425821363925934
stool,green,2.25,0.2658259868621826,0.18181142210960388
vegetable,green,4.333333333333333,0.4594903886318207,0.33937057852745056
game,green,1.75,0.36422815918922424,0.00448783440515399
table,green,2.5,0.3858022689819336,0.14397326111793518
dinosaur,green,5.25,0.36778879165649414,0.4440659284591675
bone,green,1.25,0.3354591727256775,0.30411043763160706
chair,green,2.75,0.31084194779396057,0.0736759603023529
chest,green,2.75,0.3507472276687622,0.1970464289188385
arm,green,2.25,0.31085509061813354,0.22207355499267578
leg,green,1.25,0.3140830397605896,0.1954725831747055
finger,green,1.5,0.3272955119609833,0.23846466839313507
thumb,green,2.5,0.321354478597641,0.20941446721553802
bean,green,4.0,0.4517054557800293,0.4627925455570221
flower,green,2.5,0.42653515934944153,0.6199748516082764
yogurt,green,2.0,0.34419938921928406,0.21965448558330536
egg,green,1.25,0.3712449371814728,0.25779080390930176
ham,green,1.75,0.306861937046051,0.566067636013031
book,green,2.75,0.35681816935539246,0.013948257081210613
fire,green,1.75,0.33873578906059265,0.24187980592250824
tail,green,2.0,0.37036603689193726,0.38691794872283936
helmet,green,3.0,0.34907403588294983,0.21975328028202057
key,green,2.25,0.41466495394706726,0.31585976481437683
pig,green,1.25,0.4101394712924957,0.3029191792011261
chip,green,2.5,0.417879581451416,0.27994871139526367
frosting,green,2.75,0.27533087134361267,0.4678744077682495
sugar,green,2.0,0.35085994005203247,0.45294561982154846
mouth,green,1.5,0.31545916199684143,0.1324368268251419
candy,green,2.75,0.34799841046333313,0.27354809641838074
pumpkin,green,2.25,0.41693469882011414,0.29782310128211975
cap,green,3.25,0.410678893327713,0.432454377412796
lego,green,3.0,0.31172582507133484,0.29726746678352356
ring,green,2.25,0.3799058198928833,0.2602713406085968
knight,green,2.0,0.3459758460521698,0.32663634419441223
card,green,3.3333333333333335,0.49386775493621826,0.28798747062683105
board,green,2.0,0.318599134683609,0.23299066722393036
deck,green,3.25,0.3448479175567627,0.15962332487106323
sandal,green,3.0,0.31955650448799133,0.116429403424263
tomato,green,3.75,0.4755248725414276,0.43703457713127136
light,green,2.25,0.5287735462188721,0.497952401638031
lawn,green,5.0,0.42740869522094727,0.020121928304433823
rain,green,2.3333333333333335,0.37458452582359314,0.309380441904068
sunshine,green,1.0,0.42096537351608276,0.28450748324394226
shirt,green,3.0,0.4638897776603699,0.1949699968099594
wall,green,3.25,0.39835041761398315,0.21625973284244537
swing,green,3.25,0.33415088057518005,0.0373515821993351
alligator,green,4.75,0.33654892444610596,0.12637293338775635
page,green,2.2,0.19080784916877747,0.20598441362380981
honey,green,1.25,0.3716910779476166,0.0712423026561737
roof,green,2.25,0.4239824116230011,0.26994577050209045
boat,green,3.0,0.3508748710155487,0.3538511395454407
moose,green,1.25,0.30015799403190613,0.26327434182167053
octopus,green,2.5,0.341484010219574,0.35420969128608704
shoe,green,2.0,0.3532819449901581,0.19326210021972656
nose,green,1.0,0.34774646162986755,0.16098235547542572
body,green,1.5,0.33428260684013367,0.2863736152648926
wing,green,1.75,0.3865227699279785,0.3079562783241272
shovel,green,2.5,0.31986406445503235,0.4426039755344391
dish,green,2.0,0.3408749997615814,0.1958916187286377
truck,green,3.0,0.4034176766872406,0.12622806429862976
plate,green,3.0,0.3675021529197693,0.21845895051956177
cactus,green,5.75,0.3554261028766632,0.21272902190685272
bowl,green,3.0,0.32210737466812134,0.30138924717903137
scooter,green,2.5,0.31893759965896606,0.166171595454216
hoop,green,2.25,0.330949068069458,0.12377875298261642
pot,green,2.75,0.35170504450798035,0.39386066794395447
bubble,green,2.6666666666666665,0.3768469989299774,0.222501739859581
mud,green,2.0,0.40518316626548767,0.24317508935928345
bath,green,2.5,0.28078481554985046,0.10370443761348724
popsicle,green,3.25,0.33033236861228943,0.3453786373138428
lime,green,6.333333333333333,0.5311720967292786,0.11091230809688568
cookie,green,2.25,0.28104621171951294,0.3150385618209839
airplane,green,2.0,0.2700220048427582,0.27099597454071045
bus,green,2.5,0.3520427644252777,0.06042052060365677
fall,green,2.25,0.2900034189224243,-0.030908066779375076
elbow,green,1.25,0.3090316355228424,0.27715349197387695
heart,green,1.5,0.38597795367240906,0.1497536450624466
road,green,2.0,0.42232945561408997,0.18253901600837708
noodle,green,2.0,0.328592449426651,0.23674751818180084
strawberry,green,2.25,0.47465553879737854,0.437272310256958
tooth,green,1.25,0.3637842833995819,0.1552981287240982
bead,green,3.0,0.3287823498249054,0.4378640651702881
parachute,green,2.75,0.30131474137306213,0.0961361676454544
plant,green,6.0,0.383838415145874,0.3913697302341461
rectangle,green,2.75,0.4569030702114105,0.3991319239139557
park,green,4.666666666666667,0.38452625274658203,0.03624705225229263
blanket,green,3.25,0.33049267530441284,0.29798808693885803
pillow,green,2.6666666666666665,0.31644323468208313,0.3371783196926117
jacket,green,3.0,0.4456246793270111,0.19857391715049744
field,green,5.25,0.43836838006973267,0.051037393510341644
sun,green,1.25,0.4502280354499817,0.42004671692848206
coat,green,3.25,0.41923677921295166,0.19013282656669617
glove,green,3.5,0.3515265882015228,0.150826096534729
rug,green,4.0,0.25226882100105286,0.08658085763454437
jungle,green,4.75,0.3371560275554657,0.22368395328521729
money,green,6.5,0.36042287945747375,0.20994675159454346
vacuum,green,2.75,0.2911188304424286,0.017561445012688637
pipe,green,2.75,0.36805078387260437,0.27309465408325195
suit,green,2.3333333333333335,0.357202410697937,0.27798187732696533
earth,green,4.75,0.4325050115585327,0.32222771644592285
tail,curly,3.25,0.44956257939338684,0.3866497874259949
hair,curly,3.25,0.6111195087432861,0.24382111430168152
string,curly,2.5,0.41653144359588623,0.3895588517189026
boy,curly,1.75,0.3501662313938141,0.4079146385192871
phone,pink,3.0,0.3506660461425781,0.005228150635957718
cap,pink,3.3333333333333335,0.41822510957717896,0.42048412561416626
basement,pink,1.5,0.3299253284931183,-0.004482604097574949
horse,pink,1.5,0.38823455572128296,0.21214966475963593
ear,pink,3.0,0.3746083378791809,0.2298276126384735
star,pink,2.0,0.39915117621421814,0.6382901668548584
circle,pink,2.5,0.3803841471672058,0.4771193265914917
heart,pink,4.0,0.3808441460132599,0.2376222014427185
shirt,pink,2.75,0.49329903721809387,0.27274802327156067
scooter,pink,2.75,0.4165865182876587,0.24335525929927826
flamingo,pink,6.666666666666667,0.4729129672050476,0.27092698216438293
feather,pink,2.75,0.3776097595691681,0.22553285956382751
rose,pink,4.0,0.4614383280277252,0.285136342048645
dot,pink,3.25,0.4367620050907135,0.6047190427780151
frosting,pink,4.0,0.3950612246990204,0.4402575194835663
hippo,pink,1.0,0.40826037526130676,0.15731807053089142
crayon,pink,2.5,0.504032552242279,0.6065918803215027
flower,pink,3.5,0.5270241498947144,0.6190424561500549
cookie,pink,2.25,0.34835007786750793,0.3741419315338135
cup,pink,3.0,0.33286261558532715,0.3664620518684387
color,pink,2.5,0.5741854310035706,0.49023571610450745
skirt,pink,3.5,0.445709764957428,0.3250008821487427
dress,pink,3.5,0.47062915563583374,0.23448523879051208
eye,pink,2.0,0.41744229197502136,0.35311681032180786
hair,pink,2.5,0.49065715074539185,0.11903609335422516
ball,pink,2.5,0.4620770514011383,0.23436935245990753
purple,pink,1.6666666666666667,0.8122231364250183,0.8677272796630859
board,pink,2.25,0.3192264139652252,0.29936298727989197
turtle,pink,1.6,0.41438812017440796,0.48057952523231506
paint,pink,2.75,0.43315431475639343,0.33006805181503296
piece,pink,2.8,0.4053233861923218,0.3168039619922638
tongue,pink,6.0,0.4148896634578705,0.20655471086502075
purse,pink,3.25,0.3588608205318451,0.247395858168602
floor,pink,1.75,0.36347174644470215,0.1385977864265442
coat,pink,3.0,0.4627394378185272,0.25986140966415405
pear,pink,2.0,0.42944955825805664,0.3228917121887207
towel,pink,3.0,0.45312732458114624,0.2710988223552704
kitty,pink,1.25,0.40686115622520447,0.21195392310619354
shoe,pink,2.5,0.407478392124176,0.2789263129234314
lipstick,pink,4.0,0.5346251130104065,0.3627680242061615
glass,pink,2.0,0.4276639521121979,0.25222185254096985
suit,pink,2.0,0.37255293130874634,0.29174166917800903
sweater,pink,3.8,0.434902161359787,0.31342196464538574
elephant,pink,1.25,0.43507620692253113,0.27849268913269043
hat,pink,2.75,0.4437301754951477,0.40526384115219116
head,pink,3.0,0.408480703830719,0.13999636471271515
blanket,pink,3.0,0.4061989486217499,0.34038245677948
dragon,pink,2.0,0.4478314220905304,0.32572904229164124
snail,pink,2.25,0.38445937633514404,0.43130627274513245
box,pink,2.5,0.4737919270992279,0.2500450909137726
girl,pink,2.0,0.465908944606781,0.09670095145702362
collar,pink,3.0,0.49038293957710266,0.3505282402038574
door,pink,2.25,0.31401628255844116,-0.06068459525704384
gown,pink,4.0,0.4597697854042053,0.06597118824720383
juice,pink,3.0,0.4370185434818268,0.27424657344818115
book,pink,2.25,0.3564397394657135,0.11968106031417847
chair,pink,2.25,0.34657126665115356,0.074451744556427
lemonade,pink,3.75,0.45083189010620117,0.3555234670639038
bottle,pink,4.25,0.4327470660209656,0.17592225968837738
car,pink,2.5,0.38231411576271057,0.18968266248703003
princess,pink,3.5,0.4060892164707184,0.4168623387813568
tulip,pink,3.5,0.414596825838089,0.24657459557056427
frog,pink,1.75,0.3937050402164459,0.4093664288520813
bear,pink,1.75,0.36300352215766907,0.2892593741416931
piano,pink,2.0,0.3647254407405853,0.19156904518604279
pig,pink,5.5,0.43159952759742737,0.2821073532104492
paper,pink,2.0,0.38919541239738464,0.40478262305259705
rattle,pink,3.5,0.2876454293727875,0.25746506452560425
jam,pink,2.5,0.30838119983673096,0.3883366882801056
picture,pink,2.25,0.446833997964859,0.2780686318874359
lip,pink,5.0,0.4327373504638672,0.26948654651641846
diamond,pink,2.25,0.3881777822971344,0.5728789567947388
rectangle,pink,3.0,0.45686647295951843,0.43970581889152527
yogurt,pink,3.3333333333333335,0.3742403984069824,0.24027787148952484
tail,pink,1.75,0.43187475204467773,0.4172900915145874
sand,pink,1.75,0.4332275688648224,0.18490520119667053
square,pink,2.75,0.42822539806365967,0.6371386647224426
window,pink,2.25,0.3269752562046051,-0.014351659454405308
boot,pink,2.25,0.3659280836582184,0.31856343150138855
fish,pink,3.0,0.41779422760009766,0.38773179054260254
tutu,pink,5.25,0.45583629608154297,0.164335235953331
nose,pink,3.0,0.40449267625808716,0.2276487648487091
slipper,pink,3.0,0.40649521350860596,0.2696925699710846
pillow,pink,3.5,0.4687158167362213,0.3521091043949127
bunny,pink,1.75,0.409035861492157,0.3135421872138977
rabbit,pink,2.0,0.4444637596607208,0.17833589017391205
whale,pink,1.25,0.39263519644737244,0.43387240171432495
bird,pink,2.25,0.3640040159225464,0.23807471990585327
worm,pink,4.25,0.3273378610610962,0.30482009053230286
leg,pink,2.0,0.36685478687286377,0.22350364923477173
sock,pink,2.25,0.4042316973209381,0.22358086705207825
ring,pink,2.0,0.40379196405410767,0.2280171811580658
sandal,pink,3.25,0.3522542119026184,0.25573140382766724
balloon,pink,3.5,0.40740492939949036,0.46363580226898193
pant,pink,2.5,0.35918286442756653,0.3079415559768677
block,pink,3.0,0.3776516616344452,0.5850032567977905
scarf,pink,3.0,0.46362626552581787,0.380935400724411
pony,pink,2.6,0.42123252153396606,0.37998756766319275
rake,pink,1.75,0.24505829811096191,0.31986844539642334
garden,pink,1.5,0.4073685109615326,0.15811872482299805
tool,pink,1.75,0.3004973232746124,0.32032880187034607
bag,pink,3.0,0.403754323720932,0.1481185406446457
chocolate,pink,1.5,0.5167227983474731,0.38003894686698914
milk,pink,2.0,0.41247573494911194,0.22705262899398804
cupcake,pink,4.0,0.4347567856311798,0.3852058947086334
peach,pink,3.5,0.5698986649513245,0.4171626567840576
sword,pink,2.0,0.3426792323589325,0.3727419674396515
table,wet,2.5,0.30662158131599426,-0.041194573044776917
foot,wet,3.0,0.4255329966545105,0.0529620386660099
sheep,wet,3.0,0.3881758749485016,-0.16461069881916046
suit,wet,2.75,0.34675878286361694,0.14906464517116547
sand,wet,3.75,0.48292893171310425,0.14934349060058594
rain,wet,7.0,0.5767608880996704,0.11493942141532898
rug,wet,3.3333333333333335,0.3395874798297882,0.03734664246439934
paper,wet,3.0,0.40667831897735596,0.12974384427070618
towel,wet,4.5,0.4899931848049164,0.25201869010925293
snow,wet,5.75,0.47236794233322144,0.08943973481655121
ball,wet,3.0,0.3685387969017029,-0.04272900149226189
shoe,wet,3.0,0.4284278452396393,0.0629812702536583
floor,wet,2.5,0.4291658103466034,0.16280612349510193
bird,wet,3.0,0.3167862296104431,-0.1905706226825714
house,wet,2.25,0.37115657329559326,-0.08763277530670166
mail,wet,2.25,0.2636384665966034,0.1256963014602661
tear,wet,5.666666666666667,0.3151589334011078,0.2741039991378784
shirt,wet,2.75,0.39214304089546204,0.08668653666973114
stair,wet,2.25,0.3112042546272278,0.07194489240646362
water,wet,7.0,0.5186867713928223,0.11343858391046524
ride,wet,3.0,0.4195792078971863,-0.13501374423503876
whale,wet,6.75,0.3059738576412201,-0.12768052518367767
dirt,wet,3.75,0.516011118888855,0.13028933107852936
toy,wet,2.5,0.2929621636867523,0.023640811443328857
mud,wet,5.4,0.5690047740936279,0.17747263610363007
hair,wet,3.5,0.43907445669174194,0.28495556116104126
tissue,wet,3.5,0.41532447934150696,0.2672322690486908
soap,wet,3.5,0.3687138259410858,0.31586021184921265
glue,wet,5.333333333333333,0.41686713695526123,0.2546498775482178
head,wet,3.5,0.3723282217979431,0.05856627970933914
pillow,wet,2.0,0.44172510504722595,0.054572127759456635
girl,wet,2.75,0.3578146994113922,0.06432641297578812
kid,wet,3.25,0.3144143223762512,0.11571788787841797
hand,wet,3.0,0.4123721420764923,0.05613991618156433
tea,wet,5.0,0.3911081552505493,0.11628277599811554
day,wet,3.0,0.40894973278045654,0.044099241495132446
shorts,wet,3.5,0.3570638597011566,0.17975501716136932
boy,wet,2.75,0.37321755290031433,0.0024529078509658575
mop,wet,4.5,0.4377564787864685,0.22838547825813293
child,wet,2.5,0.30572494864463806,0.1400662660598755
report,wet,2.25,0.2950848340988159,0.035237204283475876
card,wet,2.4,0.2838036119937897,-0.14902427792549133
finger,wet,4.5,0.3757492005825043,0.10166501998901367
chest,wet,2.75,0.31208616495132446,0.1747651994228363
guy,wet,2.5,0.30204206705093384,-0.05876688286662102
spot,wet,3.6,0.3595483601093292,-0.1326872855424881
curtain,wet,3.5,0.2962358891963959,0.018140271306037903
honey,wet,4.5,0.3805220127105713,0.1103949323296547
pile,wet,3.3333333333333335,0.38435474038124084,0.025888485834002495
page,wet,2.0,0.15350328385829926,-0.07540636509656906
rag,wet,3.25,0.5011671185493469,0.40084460377693176
hose,wet,3.0,0.44682586193084717,0.08826349675655365
diaper,wet,4.0,0.4478228688240051,0.15154001116752625
battery,wet,2.0,0.30453768372535706,0.04405964910984039
bucket,wet,3.5,0.4577033519744873,-0.12996864318847656
bear,wet,3.0,0.28983840346336365,-0.10898343473672867
baby,wet,3.5,0.3776721656322479,-0.053431279957294464
rake,wet,2.5,0.3410015106201172,0.24476394057273865
leaf,wet,4.2,0.35384154319763184,-0.11621037870645523
pumpkin,wet,3.0,0.34453099966049194,-0.026555301621556282
bottom,wet,2.5,0.3698260188102722,-0.03211205080151558
top,wet,2.8,0.32378485798835754,-0.09469636529684067
earth,wet,3.5,0.39924684166908264,0.013535618782043457
dress,wet,2.0,0.36001744866371155,0.13001298904418945
book,wet,2.0,0.3282031714916229,-0.15062832832336426
lady,wet,2.75,0.35503697395324707,-0.20448090136051178
window,wet,3.0,0.2873173952102661,-0.1260763257741928
paw,wet,3.5,0.37444213032722473,0.18418486416339874
wedding,teal,3.0,0.3491993248462677,0.4950154721736908
color,teal,2.5,0.5622682571411133,0.102759450674057
chicken,rubber,2.3333333333333335,0.4331265687942505,0.2820582389831543
duck,rubber,3.5,0.4624938368797302,0.47073474526405334
band,rubber,3.5,0.41164466738700867,0.6427789330482483
line,rubber,2.0,0.3847140073776245,0.02757352590560913
glove,rubber,4.5,0.5171219706535339,0.7020955085754395
foot,rubber,1.6666666666666667,0.40764135122299194,0.5047787427902222
shoe,rubber,3.75,0.5114847421646118,0.6184430122375488
ark,purple,1.5,0.2603757381439209,0.3718234598636627
cat,purple,1.25,0.36778587102890015,0.4246017336845398
bear,purple,1.0,0.3578568398952484,0.2632521986961365
bird,purple,2.0,0.37706679105758667,0.30966800451278687
duck,purple,1.0,0.3844178020954132,0.48765289783477783
horse,purple,1.0,0.3966293931007385,0.3245781660079956
frog,purple,1.75,0.4360085427761078,0.5094558596611023
sheep,purple,1.0,0.3814464211463928,0.4469098150730133
goldfish,purple,1.5,0.36947110295295715,0.2549859285354614
spider,purple,1.6666666666666667,0.3892925977706909,0.19604386389255524
mouse,purple,1.25,0.35638484358787537,0.394186794757843
diamond,purple,1.75,0.3969080448150635,0.6062401533126831
bus,purple,3.3333333333333335,0.34309694170951843,0.07155273109674454
eye,purple,1.3333333333333333,0.418038934469223,0.3922899067401886
scissor,purple,2.5,0.32559850811958313,0.05249522998929024
wind,purple,1.0,0.3900769054889679,-0.09231606125831604
bud,purple,3.25,0.34263309836387634,-0.12880636751651764
bug,purple,2.75,0.3966478705406189,0.2817719280719757
ground,purple,1.5,0.36084291338920593,0.1404678076505661
hat,purple,3.25,0.4486739933490753,0.4917535185813904
bat,purple,1.75,0.3284364342689514,0.40817880630493164
water,purple,1.25,0.4319648742675781,0.18507230281829834
puppy,purple,1.0,0.3687341809272766,0.259857177734375
coat,purple,2.75,0.4606688320636749,0.3131881356239319
grape,purple,4.5,0.43908369541168213,0.41489624977111816
robe,purple,3.0,0.49868014454841614,0.2864203155040741
king,purple,1.5,0.43969643115997314,0.2277509868144989
butterfly,purple,3.0,0.42722371220588684,0.45254236459732056
button,purple,2.6666666666666665,0.4299114942550659,0.39931386709213257
crayon,purple,4.0,0.45561349391937256,0.695012092590332
dog,purple,1.0,0.3635037839412689,0.19203302264213562
kangaroo,purple,1.0,0.3828953802585602,0.2603757083415985
wheel,purple,2.5,0.3648108243942261,0.38907742500305176
card,purple,2.25,0.4605214297771454,0.35720232129096985
shirt,purple,3.0,0.48436224460601807,0.3109249472618103
onion,purple,3.75,0.4174829125404358,0.29399752616882324
flower,purple,2.75,0.5340493321418762,0.705050528049469
star,purple,2.5,0.42220962047576904,0.7220385074615479
footprint,purple,2.75,0.2754831314086914,0.18254731595516205
guy,purple,1.0,0.36312541365623474,0.24149106442928314
basket,purple,2.25,0.34284207224845886,0.26417452096939087
fish,purple,2.25,0.3743968904018402,0.5353072881698608
collar,purple,2.75,0.4723238945007324,0.3744189441204071
necklace,purple,3.0,0.43841248750686646,0.403869092464447
arm,purple,1.5,0.35800978541374207,0.3488442003726959
ear,purple,1.25,0.3748404085636139,0.23184524476528168
top,purple,3.25,0.4006231129169464,0.393902063369751
trunk,purple,2.0,0.371941477060318,0.36823901534080505
balloon,purple,2.75,0.39544403553009033,0.5584297180175781
paper,purple,2.5,0.37213048338890076,0.4668700397014618
turtle,purple,1.25,0.43778324127197266,0.5939047932624817
pillow,purple,2.3333333333333335,0.4078242778778076,0.4316016733646393
floor,purple,3.0,0.3457864224910736,0.1517818719148636
cup,purple,2.75,0.38583874702453613,0.3751541078090668
ball,purple,2.75,0.44022634625434875,0.33175015449523926
pepperoni,purple,1.25,0.3467257618904114,0.22940810024738312
ketchup,purple,1.5,0.38775306940078735,0.45529913902282715
bead,purple,3.0,0.37889739871025085,0.5339971780776978
truck,purple,2.0,0.38161036372184753,0.1333465278148651
dinosaur,purple,1.3333333333333333,0.4138661324977875,0.5781519412994385
octopus,purple,3.5,0.43999430537223816,0.45405280590057373
pony,purple,1.25,0.4044925272464752,0.42734405398368835
pad,purple,2.5,0.36249181628227234,0.379856675863266
window,purple,2.25,0.2962947487831116,0.06796296685934067
stair,purple,2.4,0.26676803827285767,0.1527077555656433
belly,purple,1.0,0.45851391553878784,0.32876765727996826
stage,purple,2.25,0.3362357020378113,0.20116405189037323
leg,purple,1.75,0.36725351214408875,0.2774331271648407
suit,purple,2.5,0.4064706265926361,0.33031877875328064
head,purple,1.0,0.43562939763069153,0.17090079188346863
mouth,purple,1.5,0.38736310601234436,0.13038301467895508
penny,purple,1.25,0.3312743008136749,0.2872388958930969
salad,purple,1.25,0.4538987874984741,0.3160797655582428
lipstick,purple,2.75,0.46759670972824097,0.41857776045799255
chalk,purple,2.25,0.3963640332221985,0.4433950185775757
plant,purple,4.0,0.3877336382865906,0.37101829051971436
color,purple,3.75,0.606909990310669,0.5312606692314148
shoe,purple,3.0,0.39679718017578125,0.2961876690387726
match,purple,2.0,0.37197643518447876,0.36112749576568604
finger,purple,1.75,0.3792610764503479,0.27117687463760376
jacket,purple,2.5,0.47257235646247864,0.3340007960796356
block,purple,2.5,0.3457656800746918,0.676886260509491
hand,purple,1.6666666666666667,0.41093432903289795,0.272714227437973
picture,purple,3.5,0.41917434334754944,0.3103089928627014
pepper,purple,1.5,0.4267048239707947,0.5288295149803162
honey,purple,1.0,0.39724329113960266,0.10007389634847641
plum,purple,4.666666666666667,0.5211982131004333,0.36536774039268494
wing,purple,2.5,0.3916187584400177,0.4127713441848755
house,purple,2.25,0.3556933104991913,0.028558360412716866
lollipop,purple,3.75,0.3790344297885895,0.40344002842903137
screw,purple,2.0,0.3397243022918701,0.486495703458786
horn,purple,3.75,0.35914042592048645,0.16907329857349396
stick,purple,2.0,0.4103976786136627,0.2625311613082886
snail,purple,2.0,0.39486029744148254,0.48820632696151733
